evento_id,ciclo_id,matriz_id,reprodutor_id,especie,raca_matriz,raca_reprodutor,idade_matriz,paridade,ecc,historico_matriz,taxa_reprodutor,tecnica,mes,estacao_favoravel,data_evento,tentativa_no_ciclo,dias_desde_parto,ciclos_anteriores_falha,prob_verdadeira,resultado
E-BO-000015,C-BO-M-00002-00,BO-M-00002,BO-R-0029,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.78,IATF,5,0,2023-05-27,2,-1,0,0.164,prenhe
E-BO-000016,C-BO-M-00002-01,BO-M-00002,BO-R-0009,bovino,Gir,Gir,9.3,2,2.3,0.43,0.52,IATF,6,0,2024-06-02,1,89,0,0.05,vazia
E-BO-000017,C-BO-M-00002-01,BO-M-00002,BO-R-0033,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.79,IATF,7,0,2024-07-03,2,120,0,0.408,vazia
E-BO-000018,C-BO-M-00002-01,BO-M-00002,BO-R-0006,bovino,Gir,Angus,9.3,2,2.3,0.43,0.76,convencional,7,0,2024-07-31,3,148,0,0.203,vazia
E-BO-000019,C-BO-M-00002-02,BO-M-00002,BO-R-0008,bovino,Gir,Brahman,9.3,2,2.3,0.43,0.38,IATF,9,0,2024-09-11,1,190,1,0.197,vazia
E-BO-000020,C-BO-M-00002-02,BO-M-00002,BO-R-0028,bovino,Gir,Angus,9.3,2,2.3,0.43,0.91,IATF,10,1,2024-10-06,2,215,1,0.427,vazia
E-BO-000021,C-BO-M-00002-02,BO-M-00002,BO-R-0018,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.82,convencional,10,1,2024-10-29,3,238,1,0.212,vazia
E-BO-000022,C-BO-M-00002-03,BO-M-00002,BO-R-0031,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.88,convencional,1,1,2025-01-02,1,303,2,0.467,vazia
E-BO-000023,C-BO-M-00002-03,BO-M-00002,BO-R-0013,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.46,IATF,2,1,2025-02-01,2,333,2,0.05,vazia
E-BO-000024,C-BO-M-00002-03,BO-M-00002,BO-R-0026,bovino,Gir,Mestico,9.3,2,2.3,0.43,0.64,IATF,2,1,2025-02-23,3,355,2,0.05,vazia
E-BO-000025,C-BO-M-00002-04,BO-M-00002,BO-R-0015,bovino,Gir,Angus,9.3,2,2.3,0.43,0.51,IATF,4,0,2025-04-16,1,407,3,0.07,vazia
E-BO-000026,C-BO-M-00002-04,BO-M-00002,BO-R-0022,bovino,Gir,Guzera,9.3,2,2.3,0.43,0.4,IATF,5,0,2025-05-15,2,436,3,0.05,vazia
E-BO-000027,C-BO-M-00002-04,BO-M-00002,BO-R-0033,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.79,IATF,6,0,2025-06-14,3,466,3,0.05,vazia
E-BO-000028,C-BO-M-00002-05,BO-M-00002,BO-R-0020,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.55,IATF,7,0,2025-07-16,1,498,4,0.055,vazia
E-BO-000029,C-BO-M-00002-05,BO-M-00002,BO-R-0016,bovino,Gir,Nelore,9.3,2,2.3,0.43,0.58,IATF,8,0,2025-08-14,2,527,4,0.05,vazia
E-BO-000030,C-BO-M-00002-05,BO-M-00002,BO-R-0012,bovino,Gir,Senepol,9.3,2,2.3,0.43,0.33,IATF,9,0,2025-09-06,3,550,4,0.05,vazia
E-BO-000031,C-BO-M-00003-00,BO-M-00003,BO-R-0018,bovino,Angus,Nelore,5.5,2,2.1,0.44,0.82,IATF,4,0,2023-04-22,1,-1,0,0.607,prenhe
E-BO-000032,C-BO-M-00003-01,BO-M-00003,BO-R-0015,bovino,Angus,Angus,5.5,2,2.1,0.44,0.51,convencional,5,0,2024-05-10,1,101,0,0.605,prenhe
E-BO-000033,C-BO-M-00003-02,BO-M-00003,BO-R-0024,bovino,Angus,Nelore,5.5,2,2.1,0.44,0.68,IATF,5,0,2025-05-28,1,100,0,0.509,vazia
E-BO-000034,C-BO-M-00003-02,BO-M-00003,BO-R-0035,bovino,Angus,Brahman,5.5,2,2.1,0.44,0.74,IATF,6,0,2025-06-24,2,127,0,0.474,prenhe
E-BO-000035,C-BO-M-00004-00,BO-M-00004,BO-R-0013,bovino,Nelore,Nelore,5.7,4,2.6,0.67,0.46,IATF,10,1,2023-10-13,1,-1,0,0.649,prenhe
E-BO-000036,C-BO-M-00004-01,BO-M-00004,BO-R-0035,bovino,Nelore,Brahman,5.7,4,2.6,0.67,0.74,convencional,9,0,2024-09-26,1,66,0,0.703,prenhe
E-BO-000037,C-BO-M-00004-02,BO-M-00004,BO-R-0031,bovino,Nelore,Nelore,5.7,4,2.6,0.67,0.88,IA_repasse,10,1,2025-10-31,1,117,0,0.671,prenhe
E-BO-000038,C-BO-M-00005-00,BO-M-00005,BO-R-0024,bovino,Mestico,Nelore,8.2,0,3.9,0.28,0.68,IATF,3,1,2023-03-18,1,-1,0,0.402,vazia
E-BO-000039,C-BO-M-00005-00,BO-M-00005,BO-R-0037,bovino,Mestico,Brahman,8.2,0,3.9,0.28,0.45,IATF,4,0,2023-04-17,2,-1,0,0.245,prenhe
E-BO-000040,C-BO-M-00005-01,BO-M-00005,BO-R-0027,bovino,Mestico,Brahman,8.2,0,3.9,0.28,0.77,IATF,4,0,2024-04-09,1,75,0,0.237,vazia
E-BO-000041,C-BO-M-00005-01,BO-M-00005,BO-R-0018,bovino,Mestico,Nelore,8.2,0,3.9,0.28,0.82,convencional,5,0,2024-05-08,2,104,0,0.416,prenhe
E-BO-000042,C-BO-M-00005-02,BO-M-00005,BO-R-0022,bovino,Mestico,Guzera,8.2,0,3.9,0.28,0.4,IATF,5,0,2025-05-28,1,102,0,0.173,prenhe
E-BO-000043,C-BO-M-00006-00,BO-M-00006,BO-R-0006,bovino,Brahman,Angus,3.8,2,3.2,0.76,0.76,IATF,1,1,2023-01-24,1,-1,0,0.95,prenhe
E-BO-000044,C-BO-M-00006-01,BO-M-00006,BO-R-0028,bovino,Brahman,Angus,3.8,2,3.2,0.76,0.91,IATF,1,1,2024-01-03,1,61,0,0.929,prenhe
E-BO-000045,C-BO-M-00006-02,BO-M-00006,BO-R-0031,bovino,Brahman,Nelore,3.8,2,3.2,0.76,0.88,IA_repasse,1,1,2025-01-09,1,89,0,0.709,prenhe
E-BO-000046,C-BO-M-00006-03,BO-M-00006,BO-R-0010,bovino,Brahman,Gir,3.8,2,3.2,0.76,0.31,IATF,1,1,2026-01-10,1,83,0,0.672,prenhe
E-BO-000047,C-BO-M-00007-00,BO-M-00007,BO-R-0012,bovino,Brahman,Senepol,8.5,0,3.8,0.27,0.33,IATF,10,1,2023-10-21,1,-1,0,0.194,prenhe
E-BO-000048,C-BO-M-00007-01,BO-M-00007,BO-R-0011,bovino,Brahman,Nelore,8.5,0,3.8,0.27,0.57,convencional,10,1,2024-10-29,1,91,0,0.633,prenhe
E-BO-000049,C-BO-M-00007-02,BO-M-00007,BO-R-0008,bovino,Brahman,Brahman,8.5,0,3.8,0.27,0.38,IATF,10,1,2025-10-13,1,66,0,0.169,prenhe
E-BO-000050,C-BO-M-00008-00,BO-M-00008,BO-R-0031,bovino,Nelore,Nelore,5.4,4,3.4,0.42,0.88,IATF,8,0,2023-08-26,1,-1,0,0.801,prenhe
E-BO-000051,C-BO-M-00008-01,BO-M-00008,BO-R-0024,bovino,Nelore,Nelore,5.4,4,3.4,0.42,0.68,IATF,8,0,2024-08-11,1,68,0,0.653,vazia
E-BO-000052,C-BO-M-00008-01,BO-M-00008,BO-R-0004,bovino,Nelore,Brahman,5.4,4,3.4,0.42,0.56,IATF,9,0,2024-09-07,2,95,0,0.644,prenhe
E-BO-000053,C-BO-M-00008-02,BO-M-00008,BO-R-0023,bovino,Nelore,Brahman,5.4,4,3.4,0.42,0.35,convencional,9,0,2025-09-18,1,93,0,0.76,vazia
E-BO-000054,C-BO-M-00008-02,BO-M-00008,BO-R-0011,bovino,Nelore,Nelore,5.4,4,3.4,0.42,0.57,IATF,10,1,2025-10-11,2,116,0,0.719,vazia
E-BO-000055,C-BO-M-00008-02,BO-M-00008,BO-R-0012,bovino,Nelore,Senepol,5.4,4,3.4,0.42,0.33,IATF,11,1,2025-11-10,3,146,0,0.49,vazia
E-BO-000056,C-BO-M-00008-03,BO-M-00008,BO-R-0009,bovino,Nelore,Gir,5.4,4,3.4,0.42,0.52,convencional,1,1,2026-01-11,1,208,1,0.858,prenhe
E-BO-000057,C-BO-M-00009-00,BO-M-00009,BO-R-0012,bovino,Senepol,Senepol,2.0,3,3.6,0.93,0.33,IATF,9,0,2023-09-17,1,-1,0,0.376,vazia
E-BO-000058,C-BO-M-00009-00,BO-M-00009,BO-R-0009,bovino,Senepol,Gir,2.0,3,3.6,0.93,0.52,IATF,10,1,2023-10-08,2,-1,0,0.4,vazia
E-BO-000059,C-BO-M-00009-00,BO-M-00009,BO-R-0027,bovino,Senepol,Brahman,2.0,3,3.6,0.93,0.77,IATF,10,1,2023-10-31,3,-1,0,0.408,vazia
E-BO-000060,C-BO-M-00009-01,BO-M-00009,BO-R-0006,bovino,Senepol,Angus,2.0,3,3.6,0.93,0.76,IATF,12,1,2023-12-01,1,-1,1,0.519,prenhe
E-BO-000061,C-BO-M-00009-02,BO-M-00009,BO-R-0036,bovino,Senepol,Guzera,2.0,3,3.6,0.93,0.72,IATF,11,1,2024-11-11,1,63,0,0.598,prenhe
E-BO-000062,C-BO-M-00010-00,BO-M-00010,BO-R-0001,bovino,Nelore,Nelore,1.6,2,2.7,0.78,0.66,IATF,9,0,2023-09-11,1,-1,0,0.477,vazia
E-BO-000063,C-BO-M-00010-00,BO-M-00010,BO-R-0003,bovino,Nelore,Senepol,1.6,2,2.7,0.78,0.66,IATF,10,1,2023-10-03,2,-1,0,0.384,prenhe
E-BO-000064,C-BO-M-00010-01,BO-M-00010,BO-R-0006,bovino,Nelore,Angus,1.6,2,2.7,0.78,0.76,IATF,9,0,2024-09-14,1,64,0,0.485,vazia
E-BO-000065,C-BO-M-00010-01,BO-M-00010,BO-R-0009,bovino,Nelore,Gir,1.6,2,2.7,0.78,0.52,convencional,10,1,2024-10-07,2,87,0,0.397,vazia
E-BO-000066,C-BO-M-00010-01,BO-M-00010,BO-R-0031,bovino,Nelore,Nelore,1.6,2,2.7,0.78,0.88,IATF,11,1,2024-11-04,3,115,0,0.477,vazia
E-BO-000067,C-BO-M-00010-02,BO-M-00010,BO-R-0027,bovino,Nelore,Brahman,1.6,2,2.7,0.78,0.77,IA_repasse,1,1,2025-01-12,1,184,1,0.472,prenhe
E-BO-000068,C-BO-M-00010-03,BO-M-00010,BO-R-0000,bovino,Nelore,Senepol,1.6,2,2.7,0.78,0.48,IATF,1,1,2026-01-03,1,73,0,0.427,vazia
E-BO-000069,C-BO-M-00010-03,BO-M-00010,BO-R-0024,bovino,Nelore,Nelore,1.6,2,2.7,0.78,0.68,convencional,1,1,2026-01-31,2,101,0,0.686,prenhe
E-BO-000070,C-BO-M-00011-00,BO-M-00011,BO-R-0001,bovino,Guzera,Nelore,8.6,2,3.5,0.57,0.66,IATF,6,0,2023-06-23,1,-1,0,0.668,prenhe
E-BO-000071,C-BO-M-00011-01,BO-M-00011,BO-R-0004,bovino,Guzera,Brahman,8.6,2,3.5,0.57,0.56,IATF,7,0,2024-07-08,1,98,0,0.616,vazia
E-BO-000072,C-BO-M-00011-01,BO-M-00011,BO-R-0022,bovino,Guzera,Guzera,8.6,2,3.5,0.57,0.4,IATF,8,0,2024-08-09,2,130,0,0.531,vazia
E-BO-000073,C-BO-M-00011-01,BO-M-00011,BO-R-0034,bovino,Guzera,Nelore,8.6,2,3.5,0.57,0.63,convencional,8,0,2024-08-30,3,151,0,0.464,prenhe
E-BO-000074,C-BO-M-00011-02,BO-M-00011,BO-R-0022,bovino,Guzera,Guzera,8.6,2,3.5,0.57,0.4,IATF,9,0,2025-09-12,1,95,0,0.564,prenhe
E-BO-000075,C-BO-M-00012-00,BO-M-00012,BO-R-0015,bovino,Angus,Angus,1.5,0,3.6,0.36,0.51,convencional,7,0,2023-07-19,1,-1,0,0.447,vazia
E-BO-000076,C-BO-M-00012-00,BO-M-00012,BO-R-0036,bovino,Angus,Guzera,1.5,0,3.6,0.36,0.72,convencional,8,0,2023-08-18,2,-1,0,0.311,prenhe
E-BO-000077,C-BO-M-00012-01,BO-M-00012,BO-R-0039,bovino,Angus,Senepol,1.5,0,3.6,0.36,0.53,IATF,7,0,2024-07-26,1,60,0,0.152,vazia
E-BO-000078,C-BO-M-00012-01,BO-M-00012,BO-R-0018,bovino,Angus,Nelore,1.5,0,3.6,0.36,0.82,convencional,8,0,2024-08-17,2,82,0,0.262,prenhe
E-BO-000079,C-BO-M-00012-02,BO-M-00012,BO-R-0005,bovino,Angus,Gir,1.5,0,3.6,0.36,0.72,convencional,9,0,2025-09-22,1,118,0,0.588,prenhe
E-BO-000080,C-BO-M-00013-00,BO-M-00013,BO-R-0004,bovino,Gir,Brahman,3.5,5,2.9,0.44,0.56,convencional,8,0,2023-08-09,1,-1,0,0.52,prenhe
E-BO-000081,C-BO-M-00013-01,BO-M-00013,BO-R-0018,bovino,Gir,Nelore,3.5,5,2.9,0.44,0.82,IATF,7,0,2024-07-19,1,62,0,0.453,vazia
E-BO-000082,C-BO-M-00013-01,BO-M-00013,BO-R-0035,bovino,Gir,Brahman,3.5,5,2.9,0.44,0.74,convencional,8,0,2024-08-13,2,87,0,0.443,prenhe
E-BO-000083,C-BO-M-00013-02,BO-M-00013,BO-R-0017,bovino,Gir,Nelore,3.5,5,2.9,0.44,0.35,IATF,9,0,2025-09-09,1,109,0,0.431,vazia
E-BO-000084,C-BO-M-00013-02,BO-M-00013,BO-R-0039,bovino,Gir,Senepol,3.5,5,2.9,0.44,0.53,IATF,10,1,2025-10-09,2,139,0,0.452,prenhe
E-BO-000085,C-BO-M-00014-00,BO-M-00014,BO-R-0017,bovino,Nelore,Nelore,4.0,3,3.5,0.56,0.35,IATF,1,1,2023-01-30,1,-1,0,0.659,prenhe
E-BO-000086,C-BO-M-00014-01,BO-M-00014,BO-R-0030,bovino,Nelore,Nelore,4.0,3,3.5,0.56,0.8,convencional,2,1,2024-02-07,1,90,0,0.95,prenhe
E-BO-000087,C-BO-M-00014-02,BO-M-00014,BO-R-0026,bovino,Nelore,Mestico,4.0,3,3.5,0.56,0.64,IATF,1,1,2025-01-28,1,73,0,0.764,vazia
E-BO-000088,C-BO-M-00014-02,BO-M-00014,BO-R-0035,bovino,Nelore,Brahman,4.0,3,3.5,0.56,0.74,IATF,2,1,2025-02-24,2,100,0,0.803,prenhe
E-BO-000089,C-BO-M-00014-03,BO-M-00014,BO-R-0038,bovino,Nelore,Senepol,4.0,3,3.5,0.56,0.52,IATF,2,1,2026-02-26,1,84,0,0.64,prenhe
E-BO-000090,C-BO-M-00015-00,BO-M-00015,BO-R-0011,bovino,Nelore,Nelore,2.6,1,3.5,0.56,0.57,IATF,1,1,2023-01-08,1,-1,0,0.655,prenhe
E-BO-000091,C-BO-M-00015-01,BO-M-00015,BO-R-0000,bovino,Nelore,Senepol,2.6,1,3.5,0.56,0.48,IATF,1,1,2024-01-11,1,85,0,0.469,vazia
E-BO-000092,C-BO-M-00015-01,BO-M-00015,BO-R-0025,bovino,Nelore,Nelore,2.6,1,3.5,0.56,0.62,IATF,2,1,2024-02-09,2,114,0,0.532,vazia
E-BO-000093,C-BO-M-00015-01,BO-M-00015,BO-R-0007,bovino,Nelore,Angus,2.6,1,3.5,0.56,0.93,IATF,3,1,2024-03-01,3,135,0,0.645,prenhe
E-BO-000094,C-BO-M-00015-02,BO-M-00015,BO-R-0003,bovino,Nelore,Senepol,2.6,1,3.5,0.56,0.66,convencional,4,0,2025-04-04,1,116,0,0.607,prenhe
E-BO-000095,C-BO-M-00016-00,BO-M-00016,BO-R-0027,bovino,Senepol,Brahman,3.8,2,2.9,0.53,0.77,convencional,4,0,2023-04-16,1,-1,0,0.766,prenhe
E-BO-000096,C-BO-M-00016-01,BO-M-00016,BO-R-0007,bovino,Senepol,Angus,3.8,2,2.9,0.53,0.93,IATF,3,1,2024-03-27,1,63,0,0.598,prenhe
E-BO-000097,C-BO-M-00016-02,BO-M-00016,BO-R-0015,bovino,Senepol,Angus,3.8,2,2.9,0.53,0.51,IATF,5,0,2025-05-02,1,118,0,0.544,prenhe
E-BO-000098,C-BO-M-00016-03,BO-M-00016,BO-R-0010,bovino,Senepol,Gir,3.8,2,2.9,0.53,0.31,convencional,4,0,2026-04-18,1,68,0,0.44,vazia
E-BO-000099,C-BO-M-00017-00,BO-M-00017,BO-R-0001,bovino,Nelore,Nelore,7.7,4,2.6,0.54,0.66,IATF,10,1,2023-10-25,1,-1,0,0.713,prenhe
E-BO-000100,C-BO-M-00017-01,BO-M-00017,BO-R-0019,bovino,Nelore,Brahman,7.7,4,2.6,0.54,0.55,IATF,10,1,2024-10-24,1,82,0,0.614,prenhe
E-BO-000101,C-BO-M-00017-02,BO-M-00017,BO-R-0018,bovino,Nelore,Nelore,7.7,4,2.6,0.54,0.82,convencional,10,1,2025-10-17,1,75,0,0.743,vazia
E-BO-000102,C-BO-M-00017-02,BO-M-00017,BO-R-0009,bovino,Nelore,Gir,7.7,4,2.6,0.54,0.52,IATF,11,1,2025-11-11,2,100,0,0.528,vazia
E-BO-000103,C-BO-M-00017-02,BO-M-00017,BO-R-0039,bovino,Nelore,Senepol,7.7,4,2.6,0.54,0.53,IATF,12,1,2025-12-02,3,121,0,0.535,prenhe
E-BO-000104,C-BO-M-00018-00,BO-M-00018,BO-R-0000,bovino,Gir,Senepol,1.1,4,2.6,0.51,0.48,IATF,10,1,2023-10-22,1,-1,0,0.32,prenhe
E-BO-000105,C-BO-M-00018-01,BO-M-00018,BO-R-0025,bovino,Gir,Nelore,1.1,4,2.6,0.51,0.62,convencional,10,1,2024-10-18,1,79,0,0.539,prenhe
E-BO-000106,C-BO-M-00018-02,BO-M-00018,BO-R-0009,bovino,Gir,Gir,1.1,4,2.6,0.51,0.52,IA_repasse,11,1,2025-11-15,1,110,0,0.452,prenhe
E-BO-000107,C-BO-M-00019-00,BO-M-00019,BO-R-0030,bovino,Angus,Nelore,8.4,2,3.2,0.26,0.8,IATF,5,0,2023-05-16,1,-1,0,0.693,prenhe
E-BO-000108,C-BO-M-00019-01,BO-M-00019,BO-R-0027,bovino,Angus,Brahman,8.4,2,3.2,0.26,0.77,IATF,5,0,2024-05-02,1,69,0,0.527,prenhe
E-BO-000109,C-BO-M-00019-02,BO-M-00019,BO-R-0032,bovino,Angus,Brahman,8.4,2,3.2,0.26,0.75,convencional,5,0,2025-05-19,1,99,0,0.799,prenhe
E-BO-000110,C-BO-M-00020-00,BO-M-00020,BO-R-0014,bovino,Brahman,Gir,8.7,1,3.4,0.45,0.7,IATF,3,1,2023-03-02,1,-1,0,0.661,prenhe
E-BO-000111,C-BO-M-00020-01,BO-M-00020,BO-R-0018,bovino,Brahman,Nelore,8.7,1,3.4,0.45,0.82,IATF,3,1,2024-03-11,1,92,0,0.77,vazia
E-BO-000112,C-BO-M-00020-01,BO-M-00020,BO-R-0027,bovino,Brahman,Brahman,8.7,1,3.4,0.45,0.77,IATF,4,0,2024-04-02,2,114,0,0.472,vazia
E-BO-000113,C-BO-M-00020-01,BO-M-00020,BO-R-0035,bovino,Brahman,Brahman,8.7,1,3.4,0.45,0.74,IATF,4,0,2024-04-26,3,138,0,0.351,vazia
E-BO-000114,C-BO-M-00020-02,BO-M-00020,BO-R-0026,bovino,Brahman,Mestico,8.7,1,3.4,0.45,0.64,IATF,6,0,2024-06-08,1,181,1,0.521,prenhe
E-BO-000115,C-BO-M-00020-03,BO-M-00020,BO-R-0031,bovino,Brahman,Nelore,8.7,1,3.4,0.45,0.88,IATF,7,0,2025-07-14,1,118,0,0.602,vazia
E-BO-000116,C-BO-M-00020-03,BO-M-00020,BO-R-0038,bovino,Brahman,Senepol,8.7,1,3.4,0.45,0.52,IATF,8,0,2025-08-09,2,144,0,0.467,prenhe
E-BO-000117,C-BO-M-00021-00,BO-M-00021,BO-R-0021,bovino,Nelore,Nelore,4.4,3,2.8,0.73,0.68,convencional,10,1,2023-10-23,1,-1,0,0.825,prenhe
E-BO-000118,C-BO-M-00021-01,BO-M-00021,BO-R-0029,bovino,Nelore,Nelore,4.4,3,2.8,0.73,0.78,convencional,10,1,2024-10-05,1,65,0,0.765,prenhe
E-BO-000119,C-BO-M-00021-02,BO-M-00021,BO-R-0024,bovino,Nelore,Nelore,4.4,3,2.8,0.73,0.68,convencional,10,1,2025-10-29,1,106,0,0.875,prenhe
E-BO-000120,C-BO-M-00022-00,BO-M-00022,BO-R-0004,bovino,Mestico,Brahman,2.4,3,3.2,0.28,0.56,IATF,5,0,2023-05-28,1,-1,0,0.483,prenhe
E-BO-000121,C-BO-M-00022-01,BO-M-00022,BO-R-0038,bovino,Mestico,Senepol,2.4,3,3.2,0.28,0.52,IATF,5,0,2024-05-29,1,84,0,0.429,vazia
E-BO-000122,C-BO-M-00022-01,BO-M-00022,BO-R-0019,bovino,Mestico,Brahman,2.4,3,3.2,0.28,0.55,IATF,6,0,2024-06-30,2,116,0,0.449,vazia
E-BO-000123,C-BO-M-00022-01,BO-M-00022,BO-R-0003,bovino,Mestico,Senepol,2.4,3,3.2,0.28,0.66,IATF,7,0,2024-07-23,3,139,0,0.394,vazia
E-BO-000124,C-BO-M-00022-02,BO-M-00022,BO-R-0001,bovino,Mestico,Nelore,2.4,3,3.2,0.28,0.66,convencional,9,0,2024-09-11,1,189,1,0.625,prenhe
E-BO-000125,C-BO-M-00022-03,BO-M-00022,BO-R-0009,bovino,Mestico,Gir,2.4,3,3.2,0.28,0.52,IATF,10,1,2025-10-13,1,114,0,0.696,prenhe
E-BO-000126,C-BO-M-00023-00,BO-M-00023,BO-R-0016,bovino,Guzera,Nelore,6.4,3,3.5,0.51,0.58,IATF,3,1,2023-03-01,1,-1,0,0.717,prenhe
E-BO-000127,C-BO-M-00023-01,BO-M-00023,BO-R-0022,bovino,Guzera,Guzera,6.4,3,3.5,0.51,0.4,IATF,3,1,2024-03-04,1,86,0,0.512,prenhe
E-BO-000128,C-BO-M-00023-02,BO-M-00023,BO-R-0009,bovino,Guzera,Gir,6.4,3,3.5,0.51,0.52,IATF,3,1,2025-03-12,1,90,0,0.768,vazia
E-BO-000129,C-BO-M-00023-02,BO-M-00023,BO-R-0038,bovino,Guzera,Senepol,6.4,3,3.5,0.51,0.52,IATF,4,0,2025-04-07,2,116,0,0.585,prenhe
E-BO-000130,C-BO-M-00024-00,BO-M-00024,BO-R-0003,bovino,Brahman,Senepol,2.1,0,3.5,0.39,0.66,IATF,1,1,2023-01-30,1,-1,0,0.598,vazia
E-BO-000131,C-BO-M-00024-00,BO-M-00024,BO-R-0022,bovino,Brahman,Guzera,2.1,0,3.5,0.39,0.4,IATF,2,1,2023-02-25,2,-1,0,0.274,prenhe
E-BO-000132,C-BO-M-00024-01,BO-M-00024,BO-R-0031,bovino,Brahman,Nelore,2.1,0,3.5,0.39,0.88,IATF,2,1,2024-02-13,1,70,0,0.631,vazia
E-BO-000133,C-BO-M-00024-01,BO-M-00024,BO-R-0038,bovino,Brahman,Senepol,2.1,0,3.5,0.39,0.52,IATF,3,1,2024-03-12,2,98,0,0.464,vazia
E-BO-000134,C-BO-M-00024-01,BO-M-00024,BO-R-0008,bovino,Brahman,Brahman,2.1,0,3.5,0.39,0.38,IATF,4,0,2024-04-04,3,121,0,0.317,vazia
E-BO-000135,C-BO-M-00024-02,BO-M-00024,BO-R-0033,bovino,Brahman,Nelore,2.1,0,3.5,0.39,0.79,IATF,6,0,2024-06-09,1,187,1,0.559,prenhe
E-BO-000136,C-BO-M-00024-03,BO-M-00024,BO-R-0017,bovino,Brahman,Nelore,2.1,0,3.5,0.39,0.35,convencional,5,0,2025-05-24,1,66,0,0.395,vazia
E-BO-000137,C-BO-M-00024-03,BO-M-00024,BO-R-0014,bovino,Brahman,Gir,2.1,0,3.5,0.39,0.7,IATF,6,0,2025-06-15,2,88,0,0.242,vazia
E-BO-000138,C-BO-M-00024-03,BO-M-00024,BO-R-0006,bovino,Brahman,Angus,2.1,0,3.5,0.39,0.76,IATF,7,0,2025-07-16,3,119,0,0.482,prenhe
E-BO-000139,C-BO-M-00025-00,BO-M-00025,BO-R-0023,bovino,Nelore,Brahman,4.3,2,4.0,0.57,0.35,IATF,7,0,2023-07-07,1,-1,0,0.44,vazia
