ciclo_id,matriz_id,especie,data_inicio,data_fim,status,parto_data,tentativas
C-OV-M-00010-02,OV-M-00010,ovino,2025-01-20,2025-01-20,concluido_sucesso,2025-06-19,1
C-OV-M-00010-03,OV-M-00010,ovino,2025-10-07,2025-10-07,concluido_sucesso,2026-03-06,1
C-OV-M-00011-00,OV-M-00011,ovino,2023-09-27,2023-09-27,concluido_sucesso,2024-02-24,1
C-OV-M-00011-01,OV-M-00011,ovino,2024-06-19,2024-06-19,concluido_sucesso,2024-11-16,1
C-OV-M-00011-02,OV-M-00011,ovino,2025-01-23,2025-02-10,concluido_sucesso,2025-07-10,2
C-OV-M-00011-03,OV-M-00011,ovino,2025-10-07,2025-10-07,concluido_sucesso,2026-03-06,1
C-OV-M-00012-00,OV-M-00012,ovino,2023-09-28,2023-11-06,concluido_falha,,3
C-OV-M-00012-01,OV-M-00012,ovino,2023-12-29,2024-02-11,concluido_falha,,3
C-OV-M-00012-02,OV-M-00012,ovino,2024-04-14,2024-05-23,concluido_falha,,3
C-OV-M-00012-03,OV-M-00012,ovino,2024-07-23,2024-08-11,concluido_sucesso,2025-01-08,2
C-OV-M-00012-04,OV-M-00012,ovino,2025-03-19,2025-03-19,concluido_sucesso,2025-08-16,1
C-OV-M-00012-05,OV-M-00012,ovino,2025-10-25,2025-11-12,concluido_sucesso,2026-04-11,2
C-OV-M-00013-00,OV-M-00013,ovino,2023-05-31,2023-05-31,concluido_sucesso,2023-10-28,1
C-OV-M-00013-01,OV-M-00013,ovino,2024-02-13,2024-02-13,concluido_sucesso,2024-07-12,1
C-OV-M-00013-02,OV-M-00013,ovino,2024-10-14,2024-10-14,concluido_sucesso,2025-03-13,1
C-OV-M-00013-03,OV-M-00013,ovino,2025-06-01,2025-06-01,concluido_sucesso,2025-10-29,1
C-OV-M-00013-04,OV-M-00013,ovino,2026-01-03,2026-01-25,concluido_sucesso,2026-06-24,2
C-OV-M-00014-00,OV-M-00014,ovino,2023-08-25,2023-10-02,concluido_falha,,3
C-OV-M-00014-01,OV-M-00014,ovino,2023-11-13,2023-11-13,concluido_sucesso,2024-04-11,1
C-OV-M-00014-02,OV-M-00014,ovino,2024-07-26,2024-07-26,concluido_sucesso,2024-12-23,1
C-OV-M-00014-03,OV-M-00014,ovino,2025-03-11,2025-04-19,concluido_sucesso,2025-09-16,3
C-OV-M-00014-04,OV-M-00014,ovino,2026-01-02,2026-01-02,concluido_sucesso,2026-06-01,1
C-OV-M-00015-00,OV-M-00015,ovino,2023-06-07,2023-06-07,concluido_sucesso,2023-11-04,1
C-OV-M-00015-01,OV-M-00015,ovino,2024-01-30,2024-01-30,concluido_sucesso,2024-06-28,1
C-OV-M-00015-02,OV-M-00015,ovino,2024-09-22,2024-09-22,concluido_sucesso,2025-02-19,1
C-OV-M-00015-03,OV-M-00015,ovino,2025-05-14,2025-06-23,concluido_falha,,3
C-OV-M-00015-04,OV-M-00015,ovino,2025-07-25,2025-08-11,concluido_sucesso,2026-01-08,2
C-OV-M-00015-05,OV-M-00015,ovino,2026-03-16,2026-04-01,concluido_sucesso,2026-08-29,2
C-OV-M-00016-00,OV-M-00016,ovino,2023-05-09,2023-05-09,concluido_sucesso,2023-10-06,1
C-OV-M-00016-01,OV-M-00016,ovino,2024-01-08,2024-01-08,concluido_sucesso,2024-06-06,1
C-OV-M-00016-02,OV-M-00016,ovino,2024-10-02,2024-10-02,concluido_sucesso,2025-03-01,1
C-OV-M-00016-03,OV-M-00016,ovino,2025-06-06,2025-06-06,concluido_sucesso,2025-11-03,1
C-OV-M-00016-04,OV-M-00016,ovino,2026-02-03,2026-02-03,concluido_sucesso,2026-07-03,1
C-OV-M-00017-00,OV-M-00017,ovino,2023-04-15,2023-04-15,concluido_sucesso,2023-09-12,1
C-OV-M-00017-01,OV-M-00017,ovino,2023-11-30,2024-01-04,concluido_falha,,3
C-OV-M-00017-02,OV-M-00017,ovino,2024-02-21,2024-03-30,concluido_falha,,3
C-OV-M-00017-03,OV-M-00017,ovino,2024-05-03,2024-05-24,concluido_sucesso,2024-10-21,2
C-OV-M-00017-04,OV-M-00017,ovino,2025-02-07,2025-02-07,concluido_sucesso,2025-07-07,1
C-OV-M-00017-05,OV-M-00017,ovino,2025-10-30,2025-10-30,concluido_sucesso,2026-03-29,1
C-OV-M-00018-00,OV-M-00018,ovino,2023-09-26,2023-09-26,concluido_sucesso,2024-02-23,1
C-OV-M-00018-01,OV-M-00018,ovino,2024-05-07,2024-06-17,concluido_falha,,3
C-OV-M-00018-02,OV-M-00018,ovino,2024-07-29,2024-07-29,concluido_sucesso,2024-12-26,1
C-OV-M-00018-03,OV-M-00018,ovino,2025-03-10,2025-03-10,concluido_sucesso,2025-08-07,1
C-OV-M-00018-04,OV-M-00018,ovino,2025-12-03,2025-12-24,concluido_sucesso,2026-05-23,2
C-OV-M-00019-00,OV-M-00019,ovino,2023-03-29,2023-05-07,concluido_sucesso,2023-10-04,3
C-OV-M-00019-01,OV-M-00019,ovino,2023-12-26,2024-01-13,concluido_sucesso,2024-06-11,2
C-OV-M-00019-02,OV-M-00019,ovino,2024-10-01,2024-11-05,concluido_falha,,3
C-OV-M-00019-03,OV-M-00019,ovino,2024-12-31,2024-12-31,concluido_sucesso,2025-05-30,1
C-OV-M-00019-04,OV-M-00019,ovino,2025-09-19,2025-09-19,concluido_sucesso,2026-02-16,1
C-OV-M-00020-00,OV-M-00020,ovino,2023-01-05,2023-01-05,concluido_sucesso,2023-06-04,1
C-OV-M-00020-01,OV-M-00020,ovino,2023-09-17,2023-09-17,concluido_sucesso,2024-02-14,1
C-OV-M-00020-02,OV-M-00020,ovino,2024-04-23,2024-04-23,concluido_sucesso,2024-09-20,1
C-OV-M-00020-03,OV-M-00020,ovino,2024-12-09,2024-12-09,concluido_sucesso,2025-05-08,1
C-OV-M-00020-04,OV-M-00020,ovino,2025-08-18,2025-09-03,concluido_sucesso,2026-01-31,2
C-OV-M-00021-00,OV-M-00021,ovino,2023-08-03,2023-09-09,concluido_sucesso,2024-02-06,3
C-OV-M-00021-01,OV-M-00021,ovino,2024-04-21,2024-05-07,concluido_sucesso,2024-10-04,2
C-OV-M-00021-02,OV-M-00021,ovino,2025-01-20,2025-01-20,concluido_sucesso,2025-06-19,1
C-OV-M-00021-03,OV-M-00021,ovino,2025-10-01,2025-11-05,concluido_sucesso,2026-04-04,3
C-OV-M-00022-00,OV-M-00022,ovino,2023-05-07,2023-05-07,concluido_sucesso,2023-10-04,1
C-OV-M-00022-01,OV-M-00022,ovino,2024-01-21,2024-01-21,concluido_sucesso,2024-06-19,1
C-OV-M-00022-02,OV-M-00022,ovino,2024-08-29,2024-08-29,concluido_sucesso,2025-01-26,1
C-OV-M-00022-03,OV-M-00022,ovino,2025-05-13,2025-05-13,concluido_sucesso,2025-10-10,1
C-OV-M-00022-04,OV-M-00022,ovino,2026-01-07,2026-01-07,concluido_sucesso,2026-06-06,1
C-OV-M-00023-00,OV-M-00023,ovino,2023-04-07,2023-04-07,concluido_sucesso,2023-09-04,1
C-OV-M-00023-01,OV-M-00023,ovino,2023-12-26,2023-12-26,concluido_sucesso,2024-05-24,1
C-OV-M-00023-02,OV-M-00023,ovino,2024-08-05,2024-08-05,concluido_sucesso,2025-01-02,1
C-OV-M-00023-03,OV-M-00023,ovino,2025-04-10,2025-04-10,concluido_sucesso,2025-09-07,1
C-OV-M-00023-04,OV-M-00023,ovino,2025-12-16,2025-12-16,concluido_sucesso,2026-05-15,1
C-OV-M-00024-00,OV-M-00024,ovino,2023-05-19,2023-06-28,concluido_falha,,3
C-OV-M-00024-01,OV-M-00024,ovino,2023-08-07,2023-08-07,concluido_sucesso,2024-01-04,1
C-OV-M-00024-02,OV-M-00024,ovino,2024-04-05,2024-05-16,concluido_falha,,3
C-OV-M-00024-03,OV-M-00024,ovino,2024-06-17,2024-07-27,concluido_falha,,3
C-OV-M-00024-04,OV-M-00024,ovino,2024-09-01,2024-10-14,concluido_falha,,3
C-OV-M-00024-05,OV-M-00024,ovino,2024-11-18,2024-12-28,concluido_falha,,3
C-OV-M-00025-00,OV-M-00025,ovino,2023-09-12,2023-09-12,concluido_sucesso,2024-02-09,1
C-OV-M-00025-01,OV-M-00025,ovino,2024-05-03,2024-05-23,concluido_sucesso,2024-10-20,2
C-OV-M-00025-02,OV-M-00025,ovino,2025-02-10,2025-02-10,concluido_sucesso,2025-07-10,1
C-OV-M-00025-03,OV-M-00025,ovino,2025-10-17,2025-10-17,concluido_sucesso,2026-03-16,1
C-OV-M-00026-00,OV-M-00026,ovino,2023-06-12,2023-07-14,concluido_sucesso,2023-12-11,3
C-OV-M-00026-01,OV-M-00026,ovino,2024-02-12,2024-02-12,concluido_sucesso,2024-07-11,1
C-OV-M-00026-02,OV-M-00026,ovino,2024-10-31,2024-10-31,concluido_sucesso,2025-03-30,1
C-OV-M-00026-03,OV-M-00026,ovino,2025-07-05,2025-08-14,concluido_falha,,3
C-OV-M-00026-04,OV-M-00026,ovino,2025-10-07,2025-10-07,concluido_sucesso,2026-03-06,1
C-OV-M-00027-00,OV-M-00027,ovino,2023-05-02,2023-05-02,concluido_sucesso,2023-09-29,1
C-OV-M-00028-00,OV-M-00028,ovino,2023-04-11,2023-04-11,concluido_sucesso,2023-09-08,1
C-OV-M-00028-01,OV-M-00028,ovino,2024-01-03,2024-02-14,concluido_falha,,3
C-OV-M-00028-02,OV-M-00028,ovino,2024-03-21,2024-04-11,concluido_sucesso,2024-09-08,2
C-OV-M-00028-03,OV-M-00028,ovino,2024-12-19,2025-01-26,concluido_falha,,3
C-OV-M-00028-04,OV-M-00028,ovino,2025-03-16,2025-04-25,concluido_falha,,3
C-OV-M-00028-05,OV-M-00028,ovino,2025-06-27,2025-08-07,concluido_falha,,3
C-OV-M-00029-00,OV-M-00029,ovino,2023-03-15,2023-04-03,concluido_sucesso,2023-08-31,2
C-OV-M-00029-01,OV-M-00029,ovino,2023-12-23,2024-01-11,concluido_sucesso,2024-06-09,2
C-OV-M-00029-02,OV-M-00029,ovino,2024-09-22,2024-10-30,concluido_falha,,3
C-OV-M-00029-03,OV-M-00029,ovino,2024-11-29,2024-11-29,concluido_sucesso,2025-04-28,1
C-OV-M-00029-04,OV-M-00029,ovino,2025-07-14,2025-07-14,concluido_sucesso,2025-12-11,1
C-OV-M-00029-05,OV-M-00029,ovino,2026-03-07,2026-03-28,concluido_sucesso,2026-08-25,2
C-OV-M-00030-00,OV-M-00030,ovino,2023-06-22,2023-07-25,concluido_falha,,3
C-OV-M-00030-01,OV-M-00030,ovino,2023-09-17,2023-10-24,concluido_falha,,3
C-OV-M-00030-02,OV-M-00030,ovino,2023-12-23,2024-01-24,concluido_falha,,3
C-OV-M-00030-03,OV-M-00030,ovino,2024-03-14,2024-04-17,concluido_falha,,3
C-OV-M-00030-04,OV-M-00030,ovino,2024-06-17,2024-07-25,concluido_falha,,3
C-OV-M-00030-05,OV-M-00030,ovino,2024-09-29,2024-09-29,concluido_sucesso,2025-02-26,1
C-OV-M-00031-00,OV-M-00031,ovino,2023-08-18,2023-08-18,concluido_sucesso,2024-01-15,1
C-OV-M-00031-01,OV-M-00031,ovino,2024-04-01,2024-04-01,concluido_sucesso,2024-08-29,1
C-OV-M-00031-02,OV-M-00031,ovino,2024-12-05,2024-12-05,concluido_sucesso,2025-05-04,1
C-OV-M-00031-03,OV-M-00031,ovino,2025-07-16,2025-07-16,concluido_sucesso,2025-12-13,1
C-OV-M-00032-00,OV-M-00032,ovino,2023-01-16,2023-02-04,concluido_sucesso,2023-07-04,2
C-OV-M-00032-01,OV-M-00032,ovino,2023-09-12,2023-09-12,concluido_sucesso,2024-02-09,1
C-OV-M-00032-02,OV-M-00032,ovino,2024-05-22,2024-05-22,concluido_sucesso,2024-10-19,1
C-OV-M-00032-03,OV-M-00032,ovino,2025-02-02,2025-02-02,concluido_sucesso,2025-07-02,1
C-OV-M-00033-00,OV-M-00033,ovino,2023-06-17,2023-06-17,concluido_sucesso,2023-11-14,1
C-OV-M-00033-01,OV-M-00033,ovino,2024-03-12,2024-04-02,concluido_sucesso,2024-08-30,2
C-OV-M-00033-02,OV-M-00033,ovino,2024-11-16,2024-12-05,concluido_sucesso,2025-05-04,2
C-OV-M-00033-03,OV-M-00033,ovino,2025-07-27,2025-08-17,concluido_sucesso,2026-01-14,2
C-OV-M-00033-04,OV-M-00033,ovino,2026-03-30,2026-04-16,concluido_sucesso,2026-09-13,2
C-OV-M-00034-00,OV-M-00034,ovino,2023-09-10,2023-09-30,concluido_sucesso,2024-02-27,2
C-OV-M-00034-01,OV-M-00034,ovino,2024-05-23,2024-06-08,concluido_sucesso,2024-11-05,2
C-OV-M-00034-02,OV-M-00034,ovino,2025-01-28,2025-02-19,concluido_sucesso,2025-07-19,2
C-OV-M-00035-00,OV-M-00035,ovino,2023-01-27,2023-02-18,concluido_sucesso,2023-07-18,2
C-OV-M-00035-01,OV-M-00035,ovino,2023-10-21,2023-10-21,concluido_sucesso,2024-03-19,1
C-OV-M-00035-02,OV-M-00035,ovino,2024-06-03,2024-06-03,concluido_sucesso,2024-10-31,1
C-OV-M-00035-03,OV-M-00035,ovino,2025-01-27,2025-01-27,concluido_sucesso,2025-06-26,1
C-OV-M-00035-04,OV-M-00035,ovino,2025-10-15,2025-10-15,concluido_sucesso,2026-03-14,1
C-OV-M-00036-00,OV-M-00036,ovino,2023-07-02,2023-07-02,concluido_sucesso,2023-11-29,1
C-OV-M-00036-01,OV-M-00036,ovino,2024-02-09,2024-02-09,concluido_sucesso,2024-07-08,1
C-OV-M-00036-02,OV-M-00036,ovino,2024-10-13,2024-11-04,concluido_sucesso,2025-04-03,2
C-OV-M-00036-03,OV-M-00036,ovino,2025-06-10,2025-06-28,concluido_sucesso,2025-11-25,2
C-OV-M-00036-04,OV-M-00036,ovino,2026-03-21,2026-04-12,concluido_sucesso,2026-09-09,2
C-OV-M-00037-00,OV-M-00037,ovino,2023-04-25,2023-05-30,concluido_falha,,3
C-OV-M-00037-01,OV-M-00037,ovino,2023-07-05,2023-07-26,concluido_sucesso,2023-12-23,2
C-OV-M-00037-02,OV-M-00037,ovino,2024-03-02,2024-04-11,concluido_sucesso,2024-09-08,3
C-OV-M-00038-00,OV-M-00038,ovino,2023-01-26,2023-01-26,concluido_sucesso,2023-06-25,1
C-OV-M-00038-01,OV-M-00038,ovino,2023-09-14,2023-10-06,concluido_sucesso,2024-03-04,2
C-OV-M-00038-02,OV-M-00038,ovino,2024-05-10,2024-05-10,concluido_sucesso,2024-10-07,1
C-OV-M-00039-00,OV-M-00039,ovino,2023-05-26,2023-06-11,concluido_sucesso,2023-11-08,2
C-OV-M-00039-01,OV-M-00039,ovino,2024-03-05,2024-03-05,concluido_sucesso,2024-08-02,1
C-OV-M-00039-02,OV-M-00039,ovino,2024-10-24,2024-10-24,concluido_sucesso,2025-03-23,1
C-OV-M-00040-00,OV-M-00040,ovino,2023-09-05,2023-09-05,concluido_sucesso,2024-02-02,1
C-OV-M-00040-01,OV-M-00040,ovino,2024-04-07,2024-05-15,concluido_falha,,3
C-OV-M-00041-00,OV-M-00041,ovino,2023-02-26,2023-02-26,concluido_sucesso,2023-07-26,1
C-OV-M-00041-01,OV-M-00041,ovino,2023-10-23,2023-10-23,concluido_sucesso,2024-03-21,1
C-OV-M-00041-02,OV-M-00041,ovino,2024-07-09,2024-07-09,concluido_sucesso,2024-12-06,1
C-OV-M-00041-03,OV-M-00041,ovino,2025-02-17,2025-03-09,concluido_sucesso,2025-08-06,2
C-OV-M-00041-04,OV-M-00041,ovino,2025-10-14,2025-10-14,concluido_sucesso,2026-03-13,1
C-OV-M-00042-00,OV-M-00042,ovino,2023-04-09,2023-04-09,concluido_sucesso,2023-09-06,1
C-OV-M-00042-01,OV-M-00042,ovino,2023-11-23,2023-12-15,concluido_sucesso,2024-05-13,2
C-OV-M-00043-00,OV-M-00043,ovino,2023-08-01,2023-08-01,concluido_sucesso,2023-12-29,1
C-OV-M-00043-01,OV-M-00043,ovino,2024-03-11,2024-03-11,concluido_sucesso,2024-08-08,1
C-OV-M-00043-02,OV-M-00043,ovino,2024-11-17,2024-11-17,concluido_sucesso,2025-04-16,1
C-OV-M-00043-03,OV-M-00043,ovino,2025-06-16,2025-06-16,concluido_sucesso,2025-11-13,1
C-OV-M-00043-04,OV-M-00043,ovino,2026-01-29,2026-01-29,concluido_sucesso,2026-06-28,1
C-OV-M-00044-00,OV-M-00044,ovino,2023-07-04,2023-08-13,concluido_sucesso,2024-01-10,3
C-OV-M-00044-01,OV-M-00044,ovino,2024-03-11,2024-04-02,concluido_sucesso,2024-08-30,2
C-OV-M-00044-02,OV-M-00044,ovino,2024-11-27,2025-01-02,concluido_falha,,3
C-OV-M-00044-03,OV-M-00044,ovino,2025-02-20,2025-02-20,concluido_sucesso,2025-07-20,1
C-OV-M-00044-04,OV-M-00044,ovino,2025-10-19,2025-11-20,concluido_falha,,3
C-OV-M-00044-05,OV-M-00044,ovino,2025-12-29,2025-12-29,concluido_sucesso,2026-05-28,1
C-OV-M-00045-00,OV-M-00045,ovino,2023-02-27,2023-02-27,concluido_sucesso,2023-07-27,1
C-OV-M-00045-01,OV-M-00045,ovino,2023-11-04,2023-11-04,concluido_sucesso,2024-04-02,1
C-OV-M-00045-02,OV-M-00045,ovino,2024-06-02,2024-07-09,concluido_sucesso,2024-12-06,3
C-OV-M-00045-03,OV-M-00045,ovino,2025-03-13,2025-04-02,concluido_sucesso,2025-08-30,2
C-OV-M-00045-04,OV-M-00045,ovino,2025-12-06,2025-12-06,concluido_sucesso,2026-05-05,1
C-OV-M-00046-00,OV-M-00046,ovino,2023-09-26,2023-09-26,concluido_sucesso,2024-02-23,1
C-OV-M-00046-01,OV-M-00046,ovino,2024-05-07,2024-05-26,concluido_sucesso,2024-10-23,2
C-OV-M-00046-02,OV-M-00046,ovino,2025-01-04,2025-02-13,concluido_falha,,3
C-OV-M-00046-03,OV-M-00046,ovino,2025-03-19,2025-03-19,concluido_sucesso,2025-08-16,1
C-OV-M-00046-04,OV-M-00046,ovino,2025-12-01,2025-12-01,concluido_sucesso,2026-04-30,1
C-OV-M-00047-00,OV-M-00047,ovino,2023-05-17,2023-05-17,concluido_sucesso,2023-10-14,1
C-OV-M-00047-01,OV-M-00047,ovino,2024-01-17,2024-01-17,concluido_sucesso,2024-06-15,1
C-OV-M-00047-02,OV-M-00047,ovino,2024-08-18,2024-08-18,concluido_sucesso,2025-01-15,1
C-OV-M-00047-03,OV-M-00047,ovino,2025-04-10,2025-04-10,concluido_sucesso,2025-09-07,1
C-OV-M-00048-00,OV-M-00048,ovino,2023-07-18,2023-07-18,concluido_sucesso,2023-12-15,1
C-OV-M-00048-01,OV-M-00048,ovino,2024-02-20,2024-02-20,concluido_sucesso,2024-07-19,1
C-OV-M-00048-02,OV-M-00048,ovino,2024-11-08,2024-11-08,concluido_sucesso,2025-04-07,1
C-OV-M-00048-03,OV-M-00048,ovino,2025-07-06,2025-07-06,concluido_sucesso,2025-12-03,1
C-OV-M-00048-04,OV-M-00048,ovino,2026-02-17,2026-02-17,concluido_sucesso,2026-07-17,1
C-OV-M-00049-00,OV-M-00049,ovino,2023-03-08,2023-03-08,concluido_sucesso,2023-08-05,1
C-OV-M-00049-01,OV-M-00049,ovino,2023-11-11,2023-11-11,concluido_sucesso,2024-04-09,1
C-OV-M-00049-02,OV-M-00049,ovino,2024-07-16,2024-07-16,concluido_sucesso,2024-12-13,1
C-OV-M-00049-03,OV-M-00049,ovino,2025-03-28,2025-05-03,concluido_sucesso,2025-09-30,3
C-OV-M-00050-00,OV-M-00050,ovino,2023-10-23,2023-10-23,concluido_sucesso,2024-03-21,1
C-OV-M-00050-01,OV-M-00050,ovino,2024-06-05,2024-07-10,concluido_falha,,3
C-OV-M-00050-02,OV-M-00050,ovino,2024-08-22,2024-09-13,concluido_sucesso,2025-02-10,2
C-OV-M-00050-03,OV-M-00050,ovino,2025-06-02,2025-06-02,concluido_sucesso,2025-10-30,1
C-OV-M-00050-04,OV-M-00050,ovino,2026-02-19,2026-02-19,concluido_sucesso,2026-07-19,1
C-OV-M-00051-00,OV-M-00051,ovino,2023-02-15,2023-03-09,concluido_sucesso,2023-08-06,2
C-OV-M-00051-01,OV-M-00051,ovino,2023-10-10,2023-11-18,concluido_falha,,3
C-OV-M-00051-02,OV-M-00051,ovino,2024-01-03,2024-01-03,concluido_sucesso,2024-06-01,1
C-OV-M-00051-03,OV-M-00051,ovino,2024-08-09,2024-08-09,concluido_sucesso,2025-01-06,1
C-OV-M-00051-04,OV-M-00051,ovino,2025-04-12,2025-04-12,concluido_sucesso,2025-09-09,1
C-OV-M-00051-05,OV-M-00051,ovino,2025-11-12,2025-12-01,concluido_sucesso,2026-04-30,2
C-OV-M-00052-00,OV-M-00052,ovino,2023-10-01,2023-10-01,concluido_sucesso,2024-02-28,1
C-OV-M-00052-01,OV-M-00052,ovino,2024-06-13,2024-06-13,concluido_sucesso,2024-11-10,1
C-OV-M-00052-02,OV-M-00052,ovino,2025-01-16,2025-02-19,concluido_falha,,3
C-OV-M-00052-03,OV-M-00052,ovino,2025-04-08,2025-04-24,concluido_sucesso,2025-09-21,2
C-OV-M-00053-00,OV-M-00053,ovino,2023-09-05,2023-10-10,concluido_sucesso,2024-03-08,3
C-OV-M-00053-01,OV-M-00053,ovino,2024-06-13,2024-06-13,concluido_sucesso,2024-11-10,1
C-OV-M-00053-02,OV-M-00053,ovino,2025-02-26,2025-02-26,concluido_sucesso,2025-07-26,1
C-OV-M-00053-03,OV-M-00053,ovino,2025-11-21,2025-11-21,concluido_sucesso,2026-04-20,1
C-OV-M-00054-00,OV-M-00054,ovino,2023-07-02,2023-07-02,concluido_sucesso,2023-11-29,1
C-OV-M-00054-01,OV-M-00054,ovino,2024-03-06,2024-03-26,concluido_sucesso,2024-08-23,2
C-OV-M-00054-02,OV-M-00054,ovino,2024-11-13,2024-11-13,concluido_sucesso,2025-04-12,1
C-OV-M-00054-03,OV-M-00054,ovino,2025-06-11,2025-06-11,concluido_sucesso,2025-11-08,1
C-OV-M-00054-04,OV-M-00054,ovino,2026-03-04,2026-03-04,concluido_sucesso,2026-08-01,1
C-OV-M-00055-00,OV-M-00055,ovino,2023-03-02,2023-04-04,concluido_sucesso,2023-09-01,3
C-OV-M-00055-01,OV-M-00055,ovino,2023-12-22,2024-01-23,concluido_falha,,3
C-OV-M-00055-02,OV-M-00055,ovino,2024-03-14,2024-04-03,concluido_sucesso,2024-08-31,2
C-OV-M-00055-03,OV-M-00055,ovino,2024-11-01,2024-11-19,concluido_sucesso,2025-04-18,2
C-OV-M-00055-04,OV-M-00055,ovino,2025-07-21,2025-08-23,concluido_falha,,3
C-OV-M-00055-05,OV-M-00055,ovino,2025-10-12,2025-10-28,concluido_sucesso,2026-03-27,2
C-OV-M-00056-00,OV-M-00056,ovino,2023-01-25,2023-01-25,concluido_sucesso,2023-06-24,1
C-OV-M-00056-01,OV-M-00056,ovino,2023-09-08,2023-09-25,concluido_sucesso,2024-02-22,2
