evento_id,ciclo_id,matriz_id,reprodutor_id,especie,raca_matriz,raca_reprodutor,idade_matriz,paridade,ecc,historico_matriz,taxa_reprodutor,tecnica,mes,estacao_favoravel,data_evento,tentativa_no_ciclo,dias_desde_parto,ciclos_anteriores_falha,prob_verdadeira,resultado
E-CA-000012,C-CA-M-00002-03,CA-M-00002,CA-R-0007,caprino,Boer,Pardo Alpina,9.5,5,2.6,0.7,0.58,IATF,7,0,2025-07-03,1,62,0,0.361,prenhe
E-CA-000013,C-CA-M-00002-04,CA-M-00002,CA-R-0017,caprino,Boer,Caninde,9.5,5,2.6,0.7,0.69,IATF,2,0,2026-02-23,1,85,0,0.421,prenhe
E-CA-000014,C-CA-M-00003-00,CA-M-00003,CA-R-0023,caprino,Anglo Nubiana,Boer,9.0,3,3.1,0.36,0.68,IA_cervical,2,0,2023-02-03,1,-1,0,0.615,prenhe
E-CA-000015,C-CA-M-00003-01,CA-M-00003,CA-R-0006,caprino,Anglo Nubiana,Pardo Alpina,9.0,3,3.1,0.36,0.75,IA_cervical,10,0,2023-10-15,1,104,0,0.687,vazia
E-CA-000016,C-CA-M-00003-01,CA-M-00003,CA-R-0036,caprino,Anglo Nubiana,Alpina,9.0,3,3.1,0.36,0.82,IA_laparoscopica,11,0,2023-11-05,2,125,0,0.723,vazia
E-CA-000017,C-CA-M-00003-01,CA-M-00003,CA-R-0006,caprino,Anglo Nubiana,Pardo Alpina,9.0,3,3.1,0.36,0.75,IA_cervical,11,0,2023-11-23,3,143,0,0.52,vazia
E-CA-000018,C-CA-M-00003-02,CA-M-00003,CA-R-0026,caprino,Anglo Nubiana,Saanen,9.0,3,3.1,0.36,0.47,IA_laparoscopica,1,0,2024-01-25,1,206,1,0.659,vazia
E-CA-000019,C-CA-M-00003-02,CA-M-00003,CA-R-0021,caprino,Anglo Nubiana,Saanen,9.0,3,3.1,0.36,0.76,IATF,2,0,2024-02-12,2,224,1,0.537,vazia
E-CA-000020,C-CA-M-00003-02,CA-M-00003,CA-R-0025,caprino,Anglo Nubiana,Anglo Nubiana,9.0,3,3.1,0.36,0.71,IA_cervical,3,1,2024-03-05,3,246,1,0.412,vazia
E-CA-000021,C-CA-M-00004-00,CA-M-00004,CA-R-0032,caprino,Boer,Alpina,2.7,4,3.8,0.74,0.55,IA_cervical,8,0,2023-08-19,1,-1,0,0.562,vazia
E-CA-000022,C-CA-M-00004-00,CA-M-00004,CA-R-0030,caprino,Boer,Anglo Nubiana,2.7,4,3.8,0.74,0.79,IA_laparoscopica,9,0,2023-09-07,2,-1,0,0.792,prenhe
E-CA-000023,C-CA-M-00004-01,CA-M-00004,CA-R-0016,caprino,Boer,Anglo Nubiana,2.7,4,3.8,0.74,0.62,IA_cervical,5,1,2024-05-04,1,90,0,0.781,prenhe
E-CA-000024,C-CA-M-00004-02,CA-M-00004,CA-R-0004,caprino,Boer,Boer,2.7,4,3.8,0.74,0.66,IA_cervical,1,0,2025-01-04,1,95,0,0.705,prenhe
E-CA-000025,C-CA-M-00004-03,CA-M-00004,CA-R-0003,caprino,Boer,Caninde,2.7,4,3.8,0.74,0.63,IATF,9,0,2025-09-11,1,100,0,0.776,prenhe
E-CA-000026,C-CA-M-00004-04,CA-M-00004,CA-R-0000,caprino,Boer,Pardo Alpina,2.7,4,3.8,0.74,0.69,IA_cervical,4,1,2026-04-12,1,63,0,0.746,vazia
E-CA-000027,C-CA-M-00004-04,CA-M-00004,CA-R-0012,caprino,Boer,Anglo Nubiana,2.7,4,3.8,0.74,0.79,IA_cervical,4,1,2026-04-30,2,81,0,0.715,vazia
E-CA-000028,C-CA-M-00005-00,CA-M-00005,CA-R-0033,caprino,Pardo Alpina,Anglo Nubiana,3.5,1,3.1,0.61,0.79,IA_laparoscopica,7,0,2023-07-24,1,-1,0,0.95,prenhe
E-CA-000029,C-CA-M-00005-01,CA-M-00005,CA-R-0025,caprino,Pardo Alpina,Anglo Nubiana,3.5,1,3.1,0.61,0.71,IA_cervical,4,1,2024-04-15,1,116,0,0.931,prenhe
E-CA-000030,C-CA-M-00005-02,CA-M-00005,CA-R-0013,caprino,Pardo Alpina,Anglo Nubiana,3.5,1,3.1,0.61,0.8,IA_cervical,11,0,2024-11-21,1,70,0,0.737,vazia
E-CA-000031,C-CA-M-00005-02,CA-M-00005,CA-R-0009,caprino,Pardo Alpina,Boer,3.5,1,3.1,0.61,0.88,IA_cervical,12,0,2024-12-14,2,93,0,0.898,vazia
E-CA-000032,C-CA-M-00005-02,CA-M-00005,CA-R-0037,caprino,Pardo Alpina,Anglo Nubiana,3.5,1,3.1,0.61,0.89,IA_cervical,1,0,2025-01-02,3,112,0,0.76,prenhe
E-CA-000033,C-CA-M-00005-03,CA-M-00005,CA-R-0002,caprino,Pardo Alpina,Anglo Nubiana,3.5,1,3.1,0.61,0.72,IATF,9,0,2025-09-24,1,115,0,0.897,prenhe
E-CA-000034,C-CA-M-00006-00,CA-M-00006,CA-R-0018,caprino,Anglo Nubiana,Moxoto,3.7,5,3.1,0.29,0.61,IATF,8,0,2023-08-05,1,-1,0,0.698,prenhe
E-CA-000035,C-CA-M-00006-01,CA-M-00006,CA-R-0000,caprino,Anglo Nubiana,Pardo Alpina,3.7,5,3.1,0.29,0.69,IA_cervical,3,1,2024-03-06,1,64,0,0.647,vazia
E-CA-000036,C-CA-M-00006-01,CA-M-00006,CA-R-0039,caprino,Anglo Nubiana,Caninde,3.7,5,3.1,0.29,0.8,IA_laparoscopica,3,1,2024-03-28,2,86,0,0.782,prenhe
E-CA-000037,C-CA-M-00006-02,CA-M-00006,CA-R-0035,caprino,Anglo Nubiana,Boer,3.7,5,3.1,0.29,0.42,IA_cervical,12,0,2024-12-16,1,113,0,0.764,prenhe
E-CA-000038,C-CA-M-00006-03,CA-M-00006,CA-R-0038,caprino,Anglo Nubiana,Anglo Nubiana,3.7,5,3.1,0.29,0.75,IA_cervical,8,0,2025-08-09,1,86,0,0.618,vazia
E-CA-000039,C-CA-M-00006-03,CA-M-00006,CA-R-0025,caprino,Anglo Nubiana,Anglo Nubiana,3.7,5,3.1,0.29,0.71,IA_cervical,8,0,2025-08-28,2,105,0,0.6,prenhe
E-CA-000040,C-CA-M-00006-04,CA-M-00006,CA-R-0014,caprino,Anglo Nubiana,Saanen,3.7,5,3.1,0.29,0.74,IA_cervical,4,1,2026-04-14,1,79,0,0.694,vazia
E-CA-000041,C-CA-M-00007-00,CA-M-00007,CA-R-0025,caprino,Caninde,Anglo Nubiana,1.1,5,2.8,0.49,0.71,IA_cervical,7,0,2023-07-26,1,-1,0,0.743,prenhe
E-CA-000042,C-CA-M-00007-01,CA-M-00007,CA-R-0016,caprino,Caninde,Anglo Nubiana,1.1,5,2.8,0.49,0.62,IA_cervical,3,1,2024-03-04,1,72,0,0.674,vazia
E-CA-000043,C-CA-M-00007-01,CA-M-00007,CA-R-0029,caprino,Caninde,Saanen,1.1,5,2.8,0.49,0.58,IA_laparoscopica,3,1,2024-03-24,2,92,0,0.88,prenhe
E-CA-000044,C-CA-M-00007-02,CA-M-00007,CA-R-0010,caprino,Caninde,Saanen,1.1,5,2.8,0.49,0.64,IA_laparoscopica,10,0,2024-10-25,1,65,0,0.855,prenhe
E-CA-000045,C-CA-M-00007-03,CA-M-00007,CA-R-0035,caprino,Caninde,Boer,1.1,5,2.8,0.49,0.42,IA_cervical,6,1,2025-06-20,1,88,0,0.616,prenhe
E-CA-000046,C-CA-M-00007-04,CA-M-00007,CA-R-0028,caprino,Caninde,Anglo Nubiana,1.1,5,2.8,0.49,0.67,IA_cervical,3,1,2026-03-08,1,111,0,0.949,prenhe
E-CA-000047,C-CA-M-00008-00,CA-M-00008,CA-R-0022,caprino,Anglo Nubiana,Saanen,5.8,2,2.3,0.65,0.6,IA_cervical,6,1,2023-06-18,1,-1,0,0.717,prenhe
E-CA-000048,C-CA-M-00008-01,CA-M-00008,CA-R-0039,caprino,Anglo Nubiana,Caninde,5.8,2,2.3,0.65,0.8,IA_laparoscopica,2,0,2024-02-22,1,99,0,0.95,prenhe
E-CA-000049,C-CA-M-00008-02,CA-M-00008,CA-R-0004,caprino,Anglo Nubiana,Boer,5.8,2,2.3,0.65,0.66,IATF,9,0,2024-09-30,1,71,0,0.68,prenhe
E-CA-000050,C-CA-M-00008-03,CA-M-00008,CA-R-0030,caprino,Anglo Nubiana,Anglo Nubiana,5.8,2,2.3,0.65,0.79,IA_cervical,5,1,2025-05-11,1,73,0,0.823,prenhe
E-CA-000051,C-CA-M-00009-00,CA-M-00009,CA-R-0015,caprino,Alpina,Saanen,5.3,5,3.4,0.56,0.41,IA_laparoscopica,6,1,2023-06-01,1,-1,0,0.924,vazia
E-CA-000052,C-CA-M-00009-00,CA-M-00009,CA-R-0003,caprino,Alpina,Caninde,5.3,5,3.4,0.56,0.63,IATF,6,1,2023-06-22,2,-1,0,0.651,prenhe
E-CA-000053,C-CA-M-00009-01,CA-M-00009,CA-R-0007,caprino,Alpina,Pardo Alpina,5.3,5,3.4,0.56,0.58,IATF,2,0,2024-02-17,1,90,0,0.788,prenhe
E-CA-000054,C-CA-M-00009-02,CA-M-00009,CA-R-0012,caprino,Alpina,Anglo Nubiana,5.3,5,3.4,0.56,0.79,IA_cervical,11,0,2024-11-10,1,117,0,0.763,prenhe
E-CA-000055,C-CA-M-00009-03,CA-M-00009,CA-R-0022,caprino,Alpina,Saanen,5.3,5,3.4,0.56,0.6,IA_cervical,6,1,2025-06-28,1,80,0,0.761,prenhe
E-CA-000056,C-CA-M-00010-00,CA-M-00010,CA-R-0003,caprino,Anglo Nubiana,Caninde,2.1,4,3.1,0.63,0.63,IA_cervical,5,1,2023-05-24,1,-1,0,0.812,prenhe
E-CA-000057,C-CA-M-00010-01,CA-M-00010,CA-R-0007,caprino,Anglo Nubiana,Pardo Alpina,2.1,4,3.1,0.63,0.58,IA_laparoscopica,12,0,2023-12-27,1,67,0,0.895,prenhe
E-CA-000058,C-CA-M-00010-02,CA-M-00010,CA-R-0018,caprino,Anglo Nubiana,Moxoto,2.1,4,3.1,0.63,0.61,IA_laparoscopica,9,0,2024-09-02,1,100,0,0.935,prenhe
E-CA-000059,C-CA-M-00010-03,CA-M-00010,CA-R-0035,caprino,Anglo Nubiana,Boer,2.1,4,3.1,0.63,0.42,IA_laparoscopica,4,1,2025-04-21,1,81,0,0.935,prenhe
E-CA-000060,C-CA-M-00010-04,CA-M-00010,CA-R-0006,caprino,Anglo Nubiana,Pardo Alpina,2.1,4,3.1,0.63,0.75,IA_cervical,12,0,2025-12-16,1,89,0,0.795,vazia
E-CA-000061,C-CA-M-00010-04,CA-M-00010,CA-R-0007,caprino,Anglo Nubiana,Pardo Alpina,2.1,4,3.1,0.63,0.58,IA_cervical,1,0,2026-01-08,2,112,0,0.667,prenhe
E-CA-000062,C-CA-M-00011-00,CA-M-00011,CA-R-0036,caprino,Pardo Alpina,Alpina,9.9,1,3.4,0.43,0.82,IATF,3,1,2023-03-26,1,-1,0,0.743,vazia
E-CA-000063,C-CA-M-00011-00,CA-M-00011,CA-R-0031,caprino,Pardo Alpina,Alpina,9.9,1,3.4,0.43,0.73,IA_laparoscopica,4,1,2023-04-17,2,-1,0,0.73,prenhe
E-CA-000064,C-CA-M-00011-01,CA-M-00011,CA-R-0039,caprino,Pardo Alpina,Caninde,9.9,1,3.4,0.43,0.8,IA_cervical,11,0,2023-11-24,1,71,0,0.58,prenhe
E-CA-000065,C-CA-M-00011-02,CA-M-00011,CA-R-0015,caprino,Pardo Alpina,Saanen,9.9,1,3.4,0.43,0.41,IA_cervical,7,0,2024-07-15,1,84,0,0.456,vazia
E-CA-000066,C-CA-M-00011-02,CA-M-00011,CA-R-0020,caprino,Pardo Alpina,Pardo Alpina,9.9,1,3.4,0.43,0.71,IATF,8,0,2024-08-06,2,106,0,0.603,prenhe
E-CA-000067,C-CA-M-00011-03,CA-M-00011,CA-R-0015,caprino,Pardo Alpina,Saanen,9.9,1,3.4,0.43,0.41,IA_cervical,3,1,2025-03-17,1,73,0,0.545,vazia
E-CA-000068,C-CA-M-00011-03,CA-M-00011,CA-R-0033,caprino,Pardo Alpina,Anglo Nubiana,9.9,1,3.4,0.43,0.79,IATF,4,1,2025-04-06,2,93,0,0.784,vazia
E-CA-000069,C-CA-M-00011-03,CA-M-00011,CA-R-0031,caprino,Pardo Alpina,Alpina,9.9,1,3.4,0.43,0.73,IA_cervical,4,1,2025-04-24,3,111,0,0.521,vazia
E-CA-000070,C-CA-M-00012-00,CA-M-00012,CA-R-0006,caprino,Anglo Nubiana,Pardo Alpina,7.9,5,3.3,0.66,0.75,IA_laparoscopica,2,0,2023-02-14,1,-1,0,0.835,prenhe
E-CA-000071,C-CA-M-00012-01,CA-M-00012,CA-R-0014,caprino,Anglo Nubiana,Saanen,7.9,5,3.3,0.66,0.74,IA_cervical,10,0,2023-10-05,1,83,0,0.59,vazia
E-CA-000072,C-CA-M-00012-01,CA-M-00012,CA-R-0033,caprino,Anglo Nubiana,Anglo Nubiana,7.9,5,3.3,0.66,0.79,IA_cervical,10,0,2023-10-25,2,103,0,0.588,prenhe
E-CA-000073,C-CA-M-00012-02,CA-M-00012,CA-R-0037,caprino,Anglo Nubiana,Anglo Nubiana,7.9,5,3.3,0.66,0.89,IA_cervical,6,1,2024-06-03,1,72,0,0.83,prenhe
E-CA-000074,C-CA-M-00012-03,CA-M-00012,CA-R-0003,caprino,Anglo Nubiana,Caninde,7.9,5,3.3,0.66,0.63,IA_laparoscopica,2,0,2025-02-16,1,108,0,0.9,prenhe
E-CA-000075,C-CA-M-00013-00,CA-M-00013,CA-R-0019,caprino,Boer,Anglo Nubiana,2.6,3,2.7,0.47,0.74,IA_cervical,3,1,2023-03-22,1,-1,0,0.681,prenhe
E-CA-000076,C-CA-M-00013-01,CA-M-00013,CA-R-0031,caprino,Boer,Alpina,2.6,3,2.7,0.47,0.73,IA_cervical,11,0,2023-11-24,1,97,0,0.777,prenhe
E-CA-000077,C-CA-M-00013-02,CA-M-00013,CA-R-0001,caprino,Boer,Anglo Nubiana,2.6,3,2.7,0.47,0.64,IA_laparoscopica,8,0,2024-08-02,1,102,0,0.804,prenhe
E-CA-000078,C-CA-M-00013-03,CA-M-00013,CA-R-0022,caprino,Boer,Saanen,2.6,3,2.7,0.47,0.6,IA_cervical,3,1,2025-03-10,1,70,0,0.611,prenhe
E-CA-000079,C-CA-M-00013-04,CA-M-00013,CA-R-0010,caprino,Boer,Saanen,2.6,3,2.7,0.47,0.64,IA_cervical,11,0,2025-11-28,1,113,0,0.706,prenhe
E-CA-000080,C-CA-M-00014-00,CA-M-00014,CA-R-0037,caprino,Moxoto,Anglo Nubiana,7.3,0,3.3,1.0,0.89,IATF,6,1,2023-06-10,1,-1,0,0.808,prenhe
E-CA-000081,C-CA-M-00014-01,CA-M-00014,CA-R-0023,caprino,Moxoto,Boer,7.3,0,3.3,1.0,0.68,IA_cervical,1,0,2024-01-16,1,70,0,0.536,prenhe
E-CA-000082,C-CA-M-00014-02,CA-M-00014,CA-R-0034,caprino,Moxoto,Caninde,7.3,0,3.3,1.0,0.32,IA_cervical,8,0,2024-08-31,1,78,0,0.437,prenhe
E-CA-000083,C-CA-M-00015-00,CA-M-00015,CA-R-0024,caprino,Anglo Nubiana,Alpina,4.1,0,2.6,0.29,0.62,IATF,6,1,2023-06-24,1,-1,0,0.546,prenhe
E-CA-000084,C-CA-M-00015-01,CA-M-00015,CA-R-0034,caprino,Anglo Nubiana,Caninde,4.1,0,2.6,0.29,0.32,IA_cervical,2,0,2024-02-04,1,75,0,0.206,vazia
E-CA-000085,C-CA-M-00015-01,CA-M-00015,CA-R-0018,caprino,Anglo Nubiana,Moxoto,4.1,0,2.6,0.29,0.61,IA_laparoscopica,2,0,2024-02-23,2,94,0,0.494,vazia
E-CA-000086,C-CA-M-00015-01,CA-M-00015,CA-R-0003,caprino,Anglo Nubiana,Caninde,4.1,0,2.6,0.29,0.63,IA_cervical,3,1,2024-03-13,3,113,0,0.405,vazia
E-CA-000087,C-CA-M-00015-02,CA-M-00015,CA-R-0008,caprino,Anglo Nubiana,Pardo Alpina,4.1,0,2.6,0.29,0.62,IA_cervical,5,1,2024-05-10,1,171,1,0.452,vazia
E-CA-000088,C-CA-M-00015-02,CA-M-00015,CA-R-0032,caprino,Anglo Nubiana,Alpina,4.1,0,2.6,0.29,0.55,IATF,5,1,2024-05-30,2,191,1,0.409,prenhe
E-CA-000089,C-CA-M-00015-03,CA-M-00015,CA-R-0014,caprino,Anglo Nubiana,Saanen,4.1,0,2.6,0.29,0.74,IA_cervical,2,0,2025-02-19,1,115,0,0.638,prenhe
E-CA-000090,C-CA-M-00015-04,CA-M-00015,CA-R-0019,caprino,Anglo Nubiana,Anglo Nubiana,4.1,0,2.6,0.29,0.74,IA_cervical,11,0,2025-11-06,1,110,0,0.616,prenhe
E-CA-000091,C-CA-M-00016-00,CA-M-00016,CA-R-0006,caprino,Pardo Alpina,Pardo Alpina,6.7,3,3.3,1.0,0.75,IA_cervical,5,1,2023-05-19,1,-1,0,0.806,prenhe
E-CA-000092,C-CA-M-00016-01,CA-M-00016,CA-R-0032,caprino,Pardo Alpina,Alpina,6.7,3,3.3,1.0,0.55,IA_cervical,1,0,2024-01-02,1,78,0,0.649,vazia
E-CA-000093,C-CA-M-00016-01,CA-M-00016,CA-R-0031,caprino,Pardo Alpina,Alpina,6.7,3,3.3,1.0,0.73,IATF,1,0,2024-01-22,2,98,0,0.784,vazia
E-CA-000094,C-CA-M-00016-01,CA-M-00016,CA-R-0026,caprino,Pardo Alpina,Saanen,6.7,3,3.3,1.0,0.47,IA_laparoscopica,2,0,2024-02-09,3,116,0,0.693,vazia
E-CA-000095,C-CA-M-00016-02,CA-M-00016,CA-R-0008,caprino,Pardo Alpina,Pardo Alpina,6.7,3,3.3,1.0,0.62,IA_laparoscopica,4,1,2024-04-09,1,176,1,0.87,prenhe
E-CA-000096,C-CA-M-00016-03,CA-M-00016,CA-R-0037,caprino,Pardo Alpina,Anglo Nubiana,6.7,3,3.3,1.0,0.89,IATF,12,0,2024-12-16,1,101,0,0.908,prenhe
E-CA-000097,C-CA-M-00016-04,CA-M-00016,CA-R-0024,caprino,Pardo Alpina,Alpina,6.7,3,3.3,1.0,0.62,IA_laparoscopica,7,0,2025-07-27,1,73,0,0.806,prenhe
E-CA-000098,C-CA-M-00017-00,CA-M-00017,CA-R-0021,caprino,Alpina,Saanen,5.2,3,3.2,0.36,0.76,IA_cervical,1,0,2023-01-31,1,-1,0,0.799,prenhe
E-CA-000099,C-CA-M-00017-01,CA-M-00017,CA-R-0033,caprino,Alpina,Anglo Nubiana,5.2,3,3.2,0.36,0.79,IA_laparoscopica,10,0,2023-10-12,1,104,0,0.95,prenhe
E-CA-000100,C-CA-M-00017-02,CA-M-00017,CA-R-0013,caprino,Alpina,Anglo Nubiana,5.2,3,3.2,0.36,0.8,IA_cervical,6,1,2024-06-13,1,95,0,0.893,vazia
E-CA-000101,C-CA-M-00017-02,CA-M-00017,CA-R-0024,caprino,Alpina,Alpina,5.2,3,3.2,0.36,0.62,IATF,7,0,2024-07-01,2,113,0,0.678,prenhe
E-CA-000102,C-CA-M-00017-03,CA-M-00017,CA-R-0025,caprino,Alpina,Anglo Nubiana,5.2,3,3.2,0.36,0.71,IA_cervical,3,1,2025-03-05,1,97,0,0.933,prenhe
E-CA-000103,C-CA-M-00018-00,CA-M-00018,CA-R-0038,caprino,Boer,Anglo Nubiana,2.2,5,4.0,0.8,0.75,IA_laparoscopica,2,0,2023-02-19,1,-1,0,0.74,vazia
E-CA-000104,C-CA-M-00018-00,CA-M-00018,CA-R-0024,caprino,Boer,Alpina,2.2,5,4.0,0.8,0.62,IA_laparoscopica,3,1,2023-03-10,2,-1,0,0.738,prenhe
E-CA-000105,C-CA-M-00018-01,CA-M-00018,CA-R-0007,caprino,Boer,Pardo Alpina,2.2,5,4.0,0.8,0.58,IA_laparoscopica,12,0,2023-12-01,1,116,0,0.9,prenhe
E-CA-000106,C-CA-M-00018-02,CA-M-00018,CA-R-0033,caprino,Boer,Anglo Nubiana,2.2,5,4.0,0.8,0.79,IATF,7,0,2024-07-02,1,64,0,0.623,prenhe
E-CA-000107,C-CA-M-00018-03,CA-M-00018,CA-R-0038,caprino,Boer,Anglo Nubiana,2.2,5,4.0,0.8,0.75,IATF,2,0,2025-02-25,1,88,0,0.637,vazia
E-CA-000108,C-CA-M-00018-03,CA-M-00018,CA-R-0035,caprino,Boer,Boer,2.2,5,4.0,0.8,0.42,IA_cervical,3,1,2025-03-20,2,111,0,0.562,vazia
E-CA-000109,C-CA-M-00018-03,CA-M-00018,CA-R-0029,caprino,Boer,Saanen,2.2,5,4.0,0.8,0.58,IA_laparoscopica,4,1,2025-04-10,3,132,0,0.621,vazia
E-CA-000110,C-CA-M-00019-00,CA-M-00019,CA-R-0019,caprino,Anglo Nubiana,Anglo Nubiana,5.1,3,2.8,0.72,0.74,IATF,4,1,2023-04-30,1,-1,0,0.915,prenhe
E-CA-000111,C-CA-M-00019-01,CA-M-00019,CA-R-0034,caprino,Anglo Nubiana,Caninde,5.1,3,2.8,0.72,0.32,IATF,12,0,2023-12-07,1,71,0,0.67,prenhe
E-CA-000112,C-CA-M-00020-00,CA-M-00020,CA-R-0010,caprino,Pardo Alpina,Saanen,9.7,2,2.5,0.37,0.64,IA_cervical,9,0,2023-09-11,1,-1,0,0.488,vazia
E-CA-000113,C-CA-M-00020-00,CA-M-00020,CA-R-0039,caprino,Pardo Alpina,Caninde,9.7,2,2.5,0.37,0.8,IA_cervical,9,0,2023-09-30,2,-1,0,0.45,prenhe
E-CA-000114,C-CA-M-00020-01,CA-M-00020,CA-R-0006,caprino,Pardo Alpina,Pardo Alpina,9.7,2,2.5,0.37,0.75,IATF,6,1,2024-06-03,1,97,0,0.678,prenhe
E-CA-000115,C-CA-M-00020-02,CA-M-00020,CA-R-0008,caprino,Pardo Alpina,Pardo Alpina,9.7,2,2.5,0.37,0.62,IA_cervical,1,0,2025-01-31,1,92,0,0.555,vazia
E-CA-000116,C-CA-M-00020-02,CA-M-00020,CA-R-0016,caprino,Pardo Alpina,Anglo Nubiana,9.7,2,2.5,0.37,0.62,IATF,2,0,2025-02-20,2,112,0,0.426,vazia
E-CA-000117,C-CA-M-00020-02,CA-M-00020,CA-R-0024,caprino,Pardo Alpina,Alpina,9.7,2,2.5,0.37,0.62,IA_cervical,3,1,2025-03-15,3,135,0,0.387,vazia
E-CA-000118,C-CA-M-00020-03,CA-M-00020,CA-R-0013,caprino,Pardo Alpina,Anglo Nubiana,9.7,2,2.5,0.37,0.8,IA_laparoscopica,5,1,2025-05-08,1,189,1,0.677,prenhe
E-CA-000119,C-CA-M-00020-04,CA-M-00020,CA-R-0009,caprino,Pardo Alpina,Boer,9.7,2,2.5,0.37,0.88,IA_cervical,12,0,2025-12-14,1,70,0,0.483,prenhe
E-CA-000120,C-CA-M-00021-00,CA-M-00021,CA-R-0030,caprino,Caninde,Anglo Nubiana,7.7,1,3.0,0.67,0.79,IA_cervical,7,0,2023-07-10,1,-1,0,0.669,prenhe
E-CA-000121,C-CA-M-00021-01,CA-M-00021,CA-R-0020,caprino,Caninde,Pardo Alpina,7.7,1,3.0,0.67,0.71,IA_cervical,3,1,2024-03-07,1,91,0,0.828,prenhe
E-CA-000122,C-CA-M-00021-02,CA-M-00021,CA-R-0036,caprino,Caninde,Alpina,7.7,1,3.0,0.67,0.82,IA_cervical,10,0,2024-10-10,1,67,0,0.72,vazia
E-CA-000123,C-CA-M-00021-02,CA-M-00021,CA-R-0010,caprino,Caninde,Saanen,7.7,1,3.0,0.67,0.64,IA_cervical,11,0,2024-11-02,2,90,0,0.575,vazia
E-CA-000124,C-CA-M-00021-02,CA-M-00021,CA-R-0022,caprino,Caninde,Saanen,7.7,1,3.0,0.67,0.6,IA_cervical,11,0,2024-11-26,3,114,0,0.539,prenhe
E-CA-000125,C-CA-M-00021-03,CA-M-00021,CA-R-0035,caprino,Caninde,Boer,7.7,1,3.0,0.67,0.42,IA_cervical,8,0,2025-08-05,1,102,0,0.636,prenhe
E-CA-000126,C-CA-M-00021-04,CA-M-00021,CA-R-0039,caprino,Caninde,Caninde,7.7,1,3.0,0.67,0.8,IA_cervical,3,1,2026-03-11,1,68,0,0.658,vazia
E-CA-000127,C-CA-M-00021-04,CA-M-00021,CA-R-0008,caprino,Caninde,Pardo Alpina,7.7,1,3.0,0.67,0.62,IATF,4,1,2026-04-02,2,90,0,0.631,prenhe
E-CA-000128,C-CA-M-00022-00,CA-M-00022,CA-R-0017,caprino,Anglo Nubiana,Caninde,6.6,3,3.5,0.45,0.69,IATF,7,0,2023-07-07,1,-1,0,0.653,prenhe
E-CA-000129,C-CA-M-00022-01,CA-M-00022,CA-R-0014,caprino,Anglo Nubiana,Saanen,6.6,3,3.5,0.45,0.74,IA_laparoscopica,2,0,2024-02-18,1,76,0,0.796,vazia
