ciclo_id,matriz_id,especie,data_inicio,data_fim,status,parto_data,tentativas
C-CA-M-00016-01,CA-M-00016,caprino,2024-01-02,2024-02-09,concluido_falha,,3
C-CA-M-00016-02,CA-M-00016,caprino,2024-04-09,2024-04-09,concluido_sucesso,2024-09-06,1
C-CA-M-00016-03,CA-M-00016,caprino,2024-12-16,2024-12-16,concluido_sucesso,2025-05-15,1
C-CA-M-00016-04,CA-M-00016,caprino,2025-07-27,2025-07-27,concluido_sucesso,2025-12-24,1
C-CA-M-00017-00,CA-M-00017,caprino,2023-01-31,2023-01-31,concluido_sucesso,2023-06-30,1
C-CA-M-00017-01,CA-M-00017,caprino,2023-10-12,2023-10-12,concluido_sucesso,2024-03-10,1
C-CA-M-00017-02,CA-M-00017,caprino,2024-06-13,2024-07-01,concluido_sucesso,2024-11-28,2
C-CA-M-00017-03,CA-M-00017,caprino,2025-03-05,2025-03-05,concluido_sucesso,2025-08-02,1
C-CA-M-00018-00,CA-M-00018,caprino,2023-02-19,2023-03-10,concluido_sucesso,2023-08-07,2
C-CA-M-00018-01,CA-M-00018,caprino,2023-12-01,2023-12-01,concluido_sucesso,2024-04-29,1
C-CA-M-00018-02,CA-M-00018,caprino,2024-07-02,2024-07-02,concluido_sucesso,2024-11-29,1
C-CA-M-00018-03,CA-M-00018,caprino,2025-02-25,2025-04-10,concluido_falha,,3
C-CA-M-00019-00,CA-M-00019,caprino,2023-04-30,2023-04-30,concluido_sucesso,2023-09-27,1
C-CA-M-00019-01,CA-M-00019,caprino,2023-12-07,2023-12-07,concluido_sucesso,2024-05-05,1
C-CA-M-00020-00,CA-M-00020,caprino,2023-09-11,2023-09-30,concluido_sucesso,2024-02-27,2
C-CA-M-00020-01,CA-M-00020,caprino,2024-06-03,2024-06-03,concluido_sucesso,2024-10-31,1
C-CA-M-00020-02,CA-M-00020,caprino,2025-01-31,2025-03-15,concluido_falha,,3
C-CA-M-00020-03,CA-M-00020,caprino,2025-05-08,2025-05-08,concluido_sucesso,2025-10-05,1
C-CA-M-00020-04,CA-M-00020,caprino,2025-12-14,2025-12-14,concluido_sucesso,2026-05-13,1
C-CA-M-00021-00,CA-M-00021,caprino,2023-07-10,2023-07-10,concluido_sucesso,2023-12-07,1
C-CA-M-00021-01,CA-M-00021,caprino,2024-03-07,2024-03-07,concluido_sucesso,2024-08-04,1
C-CA-M-00021-02,CA-M-00021,caprino,2024-10-10,2024-11-26,concluido_sucesso,2025-04-25,3
C-CA-M-00021-03,CA-M-00021,caprino,2025-08-05,2025-08-05,concluido_sucesso,2026-01-02,1
C-CA-M-00021-04,CA-M-00021,caprino,2026-03-11,2026-04-02,concluido_sucesso,2026-08-30,2
C-CA-M-00022-00,CA-M-00022,caprino,2023-07-07,2023-07-07,concluido_sucesso,2023-12-04,1
C-CA-M-00022-01,CA-M-00022,caprino,2024-02-18,2024-03-08,concluido_sucesso,2024-08-05,2
C-CA-M-00022-02,CA-M-00022,caprino,2024-11-08,2024-11-08,concluido_sucesso,2025-04-07,1
C-CA-M-00022-03,CA-M-00022,caprino,2025-06-21,2025-07-09,concluido_sucesso,2025-12-06,2
C-CA-M-00022-04,CA-M-00022,caprino,2026-03-05,2026-03-05,concluido_sucesso,2026-08-02,1
C-CA-M-00023-00,CA-M-00023,caprino,2023-09-04,2023-10-13,concluido_falha,,3
C-CA-M-00023-01,CA-M-00023,caprino,2023-12-10,2024-01-16,concluido_falha,,3
C-CA-M-00023-02,CA-M-00023,caprino,2024-02-15,2024-02-15,concluido_sucesso,2024-07-14,1
C-CA-M-00023-03,CA-M-00023,caprino,2024-10-31,2024-11-18,concluido_sucesso,2025-04-17,2
C-CA-M-00024-00,CA-M-00024,caprino,2023-04-12,2023-04-12,concluido_sucesso,2023-09-09,1
C-CA-M-00024-01,CA-M-00024,caprino,2023-12-31,2023-12-31,concluido_sucesso,2024-05-29,1
C-CA-M-00024-02,CA-M-00024,caprino,2024-08-02,2024-08-02,concluido_sucesso,2024-12-30,1
C-CA-M-00024-03,CA-M-00024,caprino,2025-04-05,2025-04-05,concluido_sucesso,2025-09-02,1
C-CA-M-00024-04,CA-M-00024,caprino,2025-11-16,2025-11-16,concluido_sucesso,2026-04-15,1
C-CA-M-00025-00,CA-M-00025,caprino,2023-02-12,2023-02-12,concluido_sucesso,2023-07-12,1
C-CA-M-00025-01,CA-M-00025,caprino,2023-09-24,2023-09-24,concluido_sucesso,2024-02-21,1
C-CA-M-00025-02,CA-M-00025,caprino,2024-04-21,2024-04-21,concluido_sucesso,2024-09-18,1
C-CA-M-00025-03,CA-M-00025,caprino,2025-01-09,2025-02-22,concluido_falha,,3
C-CA-M-00025-04,CA-M-00025,caprino,2025-04-23,2025-04-23,concluido_sucesso,2025-09-20,1
C-CA-M-00025-05,CA-M-00025,caprino,2025-12-18,2025-12-18,concluido_sucesso,2026-05-17,1
C-CA-M-00026-00,CA-M-00026,caprino,2023-06-24,2023-06-24,concluido_sucesso,2023-11-21,1
C-CA-M-00026-01,CA-M-00026,caprino,2024-02-18,2024-02-18,concluido_sucesso,2024-07-17,1
C-CA-M-00026-02,CA-M-00026,caprino,2024-09-28,2024-10-17,concluido_sucesso,2025-03-16,2
C-CA-M-00026-03,CA-M-00026,caprino,2025-06-12,2025-07-03,concluido_sucesso,2025-11-30,2
C-CA-M-00026-04,CA-M-00026,caprino,2026-02-11,2026-02-11,concluido_sucesso,2026-07-11,1
C-CA-M-00027-00,CA-M-00027,caprino,2023-09-07,2023-09-07,concluido_sucesso,2024-02-04,1
C-CA-M-00027-01,CA-M-00027,caprino,2024-05-17,2024-05-17,concluido_sucesso,2024-10-14,1
C-CA-M-00027-02,CA-M-00027,caprino,2025-01-07,2025-01-07,concluido_sucesso,2025-06-06,1
C-CA-M-00027-03,CA-M-00027,caprino,2025-09-18,2025-09-18,concluido_sucesso,2026-02-15,1
C-CA-M-00028-00,CA-M-00028,caprino,2023-07-24,2023-07-24,concluido_sucesso,2023-12-21,1
C-CA-M-00028-01,CA-M-00028,caprino,2024-03-29,2024-04-16,concluido_sucesso,2024-09-13,2
C-CA-M-00028-02,CA-M-00028,caprino,2024-11-19,2024-12-10,concluido_sucesso,2025-05-09,2
C-CA-M-00028-03,CA-M-00028,caprino,2025-07-17,2025-07-17,concluido_sucesso,2025-12-14,1
C-CA-M-00028-04,CA-M-00028,caprino,2026-03-04,2026-03-04,concluido_sucesso,2026-08-01,1
C-CA-M-00029-00,CA-M-00029,caprino,2023-08-11,2023-08-11,concluido_sucesso,2024-01-08,1
C-CA-M-00029-01,CA-M-00029,caprino,2024-03-24,2024-03-24,concluido_sucesso,2024-08-21,1
C-CA-M-00029-02,CA-M-00029,caprino,2024-12-07,2025-01-15,concluido_sucesso,2025-06-14,3
C-CA-M-00029-03,CA-M-00029,caprino,2025-08-24,2025-10-05,concluido_falha,,3
C-CA-M-00029-04,CA-M-00029,caprino,2025-11-06,2025-11-29,concluido_sucesso,2026-04-28,2
C-CA-M-00030-00,CA-M-00030,caprino,2023-07-19,2023-07-19,concluido_sucesso,2023-12-16,1
C-CA-M-00030-01,CA-M-00030,caprino,2024-03-23,2024-04-30,concluido_falha,,3
C-CA-M-00030-02,CA-M-00030,caprino,2024-06-27,2024-08-10,concluido_falha,,3
C-CA-M-00030-03,CA-M-00030,caprino,2024-09-09,2024-09-09,concluido_sucesso,2025-02-06,1
C-CA-M-00030-04,CA-M-00030,caprino,2025-05-11,2025-05-11,concluido_sucesso,2025-10-08,1
C-CA-M-00030-05,CA-M-00030,caprino,2026-01-20,2026-01-20,concluido_sucesso,2026-06-19,1
C-CA-M-00031-00,CA-M-00031,caprino,2023-08-17,2023-09-26,concluido_falha,,3
C-CA-M-00031-01,CA-M-00031,caprino,2023-12-04,2023-12-04,concluido_sucesso,2024-05-02,1
C-CA-M-00031-02,CA-M-00031,caprino,2024-07-13,2024-08-01,concluido_sucesso,2024-12-29,2
C-CA-M-00031-03,CA-M-00031,caprino,2025-03-01,2025-03-01,concluido_sucesso,2025-07-29,1
C-CA-M-00031-04,CA-M-00031,caprino,2025-10-27,2025-10-27,concluido_sucesso,2026-03-26,1
C-CA-M-00032-00,CA-M-00032,caprino,2023-04-28,2023-04-28,concluido_sucesso,2023-09-25,1
C-CA-M-00032-01,CA-M-00032,caprino,2024-01-08,2024-01-08,concluido_sucesso,2024-06-06,1
C-CA-M-00032-02,CA-M-00032,caprino,2024-09-13,2024-09-13,concluido_sucesso,2025-02-10,1
C-CA-M-00032-03,CA-M-00032,caprino,2025-05-02,2025-05-02,concluido_sucesso,2025-09-29,1
C-CA-M-00032-04,CA-M-00032,caprino,2026-01-24,2026-01-24,concluido_sucesso,2026-06-23,1
C-CA-M-00033-00,CA-M-00033,caprino,2023-09-25,2023-10-15,concluido_sucesso,2024-03-13,2
C-CA-M-00033-01,CA-M-00033,caprino,2024-07-06,2024-07-06,concluido_sucesso,2024-12-03,1
C-CA-M-00033-02,CA-M-00033,caprino,2025-03-24,2025-03-24,concluido_sucesso,2025-08-21,1
C-CA-M-00033-03,CA-M-00033,caprino,2025-11-01,2025-11-01,concluido_sucesso,2026-03-31,1
C-CA-M-00034-00,CA-M-00034,caprino,2023-07-11,2023-07-11,concluido_sucesso,2023-12-08,1
C-CA-M-00034-01,CA-M-00034,caprino,2024-03-27,2024-03-27,concluido_sucesso,2024-08-24,1
C-CA-M-00034-02,CA-M-00034,caprino,2024-10-29,2024-12-09,concluido_sucesso,2025-05-08,3
C-CA-M-00034-03,CA-M-00034,caprino,2025-07-08,2025-08-16,concluido_falha,,3
C-CA-M-00034-04,CA-M-00034,caprino,2025-09-25,2025-11-07,concluido_falha,,3
C-CA-M-00035-00,CA-M-00035,caprino,2023-01-29,2023-01-29,concluido_sucesso,2023-06-28,1
C-CA-M-00035-01,CA-M-00035,caprino,2023-10-25,2023-11-15,concluido_sucesso,2024-04-13,2
C-CA-M-00035-02,CA-M-00035,caprino,2024-07-25,2024-07-25,concluido_sucesso,2024-12-22,1
C-CA-M-00036-00,CA-M-00036,caprino,2023-06-16,2023-06-16,concluido_sucesso,2023-11-13,1
C-CA-M-00036-01,CA-M-00036,caprino,2024-01-22,2024-02-12,concluido_sucesso,2024-07-11,2
C-CA-M-00036-02,CA-M-00036,caprino,2024-10-07,2024-10-07,concluido_sucesso,2025-03-06,1
C-CA-M-00036-03,CA-M-00036,caprino,2025-06-16,2025-06-16,concluido_sucesso,2025-11-13,1
C-CA-M-00037-00,CA-M-00037,caprino,2023-07-04,2023-07-28,concluido_sucesso,2023-12-25,2
C-CA-M-00037-01,CA-M-00037,caprino,2024-04-08,2024-04-08,concluido_sucesso,2024-09-05,1
C-CA-M-00037-02,CA-M-00037,caprino,2024-11-05,2024-11-26,concluido_sucesso,2025-04-25,2
C-CA-M-00037-03,CA-M-00037,caprino,2025-07-09,2025-07-09,concluido_sucesso,2025-12-06,1
C-CA-M-00037-04,CA-M-00037,caprino,2026-02-06,2026-03-17,concluido_falha,,3
C-CA-M-00037-05,CA-M-00037,caprino,2026-04-27,2026-04-27,concluido_sucesso,2026-09-24,1
C-CA-M-00038-00,CA-M-00038,caprino,2023-02-06,2023-03-22,concluido_falha,,3
C-CA-M-00038-01,CA-M-00038,caprino,2023-05-08,2023-05-08,concluido_sucesso,2023-10-05,1
C-CA-M-00038-02,CA-M-00038,caprino,2024-01-26,2024-01-26,concluido_sucesso,2024-06-24,1
C-CA-M-00038-03,CA-M-00038,caprino,2024-10-16,2024-10-16,concluido_sucesso,2025-03-15,1
C-CA-M-00038-04,CA-M-00038,caprino,2025-06-20,2025-06-20,concluido_sucesso,2025-11-17,1
C-CA-M-00038-05,CA-M-00038,caprino,2026-01-20,2026-03-06,concluido_falha,,3
C-CA-M-00039-00,CA-M-00039,caprino,2023-04-08,2023-04-08,concluido_sucesso,2023-09-05,1
C-CA-M-00039-01,CA-M-00039,caprino,2023-12-26,2023-12-26,concluido_sucesso,2024-05-24,1
C-CA-M-00039-02,CA-M-00039,caprino,2024-08-11,2024-08-11,concluido_sucesso,2025-01-08,1
C-CA-M-00039-03,CA-M-00039,caprino,2025-04-10,2025-04-10,concluido_sucesso,2025-09-07,1
C-CA-M-00039-04,CA-M-00039,caprino,2025-12-11,2025-12-11,concluido_sucesso,2026-05-10,1
C-CA-M-00040-00,CA-M-00040,caprino,2023-02-12,2023-02-12,concluido_sucesso,2023-07-12,1
C-CA-M-00040-01,CA-M-00040,caprino,2023-10-06,2023-10-06,concluido_sucesso,2024-03-04,1
C-CA-M-00040-02,CA-M-00040,caprino,2024-06-07,2024-06-07,concluido_sucesso,2024-11-04,1
C-CA-M-00040-03,CA-M-00040,caprino,2025-01-27,2025-01-27,concluido_sucesso,2025-06-26,1
C-CA-M-00040-04,CA-M-00040,caprino,2025-09-25,2025-09-25,concluido_sucesso,2026-02-22,1
C-CA-M-00041-00,CA-M-00041,caprino,2023-04-08,2023-05-15,concluido_sucesso,2023-10-12,3
C-CA-M-00041-01,CA-M-00041,caprino,2024-01-23,2024-01-23,concluido_sucesso,2024-06-21,1
C-CA-M-00041-02,CA-M-00041,caprino,2024-09-24,2024-10-15,concluido_sucesso,2025-03-14,2
C-CA-M-00041-03,CA-M-00041,caprino,2025-05-30,2025-05-30,concluido_sucesso,2025-10-27,1
C-CA-M-00041-04,CA-M-00041,caprino,2026-01-20,2026-01-20,concluido_sucesso,2026-06-19,1
C-CA-M-00042-00,CA-M-00042,caprino,2023-09-21,2023-11-01,concluido_sucesso,2024-03-30,3
C-CA-M-00042-01,CA-M-00042,caprino,2024-07-22,2024-08-28,concluido_sucesso,2025-01-25,3
C-CA-M-00042-02,CA-M-00042,caprino,2025-04-14,2025-04-14,concluido_sucesso,2025-09-11,1
C-CA-M-00042-03,CA-M-00042,caprino,2025-11-24,2026-01-04,concluido_sucesso,2026-06-03,3
C-CA-M-00043-00,CA-M-00043,caprino,2023-06-28,2023-06-28,concluido_sucesso,2023-11-25,1
C-CA-M-00043-01,CA-M-00043,caprino,2024-01-27,2024-01-27,concluido_sucesso,2024-06-25,1
C-CA-M-00043-02,CA-M-00043,caprino,2024-09-27,2024-09-27,concluido_sucesso,2025-02-24,1
C-CA-M-00043-03,CA-M-00043,caprino,2025-05-04,2025-05-04,concluido_sucesso,2025-10-01,1
C-CA-M-00044-00,CA-M-00044,caprino,2023-01-28,2023-01-28,concluido_sucesso,2023-06-27,1
C-CA-M-00044-01,CA-M-00044,caprino,2023-09-14,2023-10-21,concluido_sucesso,2024-03-19,3
C-CA-M-00044-02,CA-M-00044,caprino,2024-05-31,2024-05-31,concluido_sucesso,2024-10-28,1
C-CA-M-00044-03,CA-M-00044,caprino,2025-02-15,2025-03-30,concluido_sucesso,2025-08-27,3
C-CA-M-00045-00,CA-M-00045,caprino,2023-02-26,2023-03-19,concluido_sucesso,2023-08-16,2
C-CA-M-00045-01,CA-M-00045,caprino,2023-11-01,2023-11-01,concluido_sucesso,2024-03-30,1
C-CA-M-00045-02,CA-M-00045,caprino,2024-06-18,2024-07-09,concluido_sucesso,2024-12-06,2
C-CA-M-00045-03,CA-M-00045,caprino,2025-03-07,2025-03-07,concluido_sucesso,2025-08-04,1
C-CA-M-00045-04,CA-M-00045,caprino,2025-11-08,2025-11-08,concluido_sucesso,2026-04-07,1
C-CA-M-00046-00,CA-M-00046,caprino,2023-03-09,2023-03-09,concluido_sucesso,2023-08-06,1
C-CA-M-00046-01,CA-M-00046,caprino,2023-11-03,2023-11-03,concluido_sucesso,2024-04-01,1
C-CA-M-00046-02,CA-M-00046,caprino,2024-07-20,2024-07-20,concluido_sucesso,2024-12-17,1
C-CA-M-00046-03,CA-M-00046,caprino,2025-04-11,2025-04-11,concluido_sucesso,2025-09-08,1
C-CA-M-00046-04,CA-M-00046,caprino,2025-12-08,2026-01-24,concluido_sucesso,2026-06-23,3
C-CA-M-00047-00,CA-M-00047,caprino,2023-02-19,2023-02-19,concluido_sucesso,2023-07-19,1
C-CA-M-00047-01,CA-M-00047,caprino,2023-10-15,2023-10-15,concluido_sucesso,2024-03-13,1
C-CA-M-00047-02,CA-M-00047,caprino,2024-05-30,2024-07-09,concluido_sucesso,2024-12-06,3
C-CA-M-00047-03,CA-M-00047,caprino,2025-02-17,2025-04-03,concluido_sucesso,2025-08-31,3
C-CA-M-00047-04,CA-M-00047,caprino,2025-10-30,2025-10-30,concluido_sucesso,2026-03-29,1
C-CA-M-00048-00,CA-M-00048,caprino,2023-02-04,2023-02-04,concluido_sucesso,2023-07-04,1
C-CA-M-00048-01,CA-M-00048,caprino,2023-10-26,2023-10-26,concluido_sucesso,2024-03-24,1
C-CA-M-00048-02,CA-M-00048,caprino,2024-06-19,2024-06-19,concluido_sucesso,2024-11-16,1
C-CA-M-00048-03,CA-M-00048,caprino,2025-01-28,2025-01-28,concluido_sucesso,2025-06-27,1
C-CA-M-00049-00,CA-M-00049,caprino,2023-01-09,2023-01-09,concluido_sucesso,2023-06-08,1
C-CA-M-00049-01,CA-M-00049,caprino,2023-09-01,2023-10-11,concluido_falha,,3
C-CA-M-00049-02,CA-M-00049,caprino,2023-11-23,2023-12-17,concluido_sucesso,2024-05-15,2
C-CA-M-00049-03,CA-M-00049,caprino,2024-08-14,2024-08-14,concluido_sucesso,2025-01-11,1
C-CA-M-00049-04,CA-M-00049,caprino,2025-03-29,2025-05-11,concluido_sucesso,2025-10-08,3
C-CA-M-00049-05,CA-M-00049,caprino,2025-12-13,2026-01-25,concluido_falha,,3
C-CA-M-00050-00,CA-M-00050,caprino,2023-09-11,2023-09-11,concluido_sucesso,2024-02-08,1
C-CA-M-00050-01,CA-M-00050,caprino,2024-06-03,2024-06-03,concluido_sucesso,2024-10-31,1
C-CA-M-00050-02,CA-M-00050,caprino,2025-02-02,2025-02-02,concluido_sucesso,2025-07-02,1
C-CA-M-00050-03,CA-M-00050,caprino,2025-10-22,2025-11-11,concluido_sucesso,2026-04-10,2
C-CA-M-00051-00,CA-M-00051,caprino,2023-09-08,2023-09-08,concluido_sucesso,2024-02-05,1
C-CA-M-00051-01,CA-M-00051,caprino,2024-05-05,2024-05-05,concluido_sucesso,2024-10-02,1
C-CA-M-00051-02,CA-M-00051,caprino,2024-12-21,2024-12-21,concluido_sucesso,2025-05-20,1
C-CA-M-00051-03,CA-M-00051,caprino,2025-08-24,2025-09-17,concluido_sucesso,2026-02-14,2
C-CA-M-00052-00,CA-M-00052,caprino,2023-03-11,2023-03-11,concluido_sucesso,2023-08-08,1
C-CA-M-00052-01,CA-M-00052,caprino,2023-10-26,2023-10-26,concluido_sucesso,2024-03-24,1
C-CA-M-00052-02,CA-M-00052,caprino,2024-06-09,2024-06-09,concluido_sucesso,2024-11-06,1
C-CA-M-00052-03,CA-M-00052,caprino,2025-02-21,2025-02-21,concluido_sucesso,2025-07-21,1
C-CA-M-00052-04,CA-M-00052,caprino,2025-11-01,2025-11-01,concluido_sucesso,2026-03-31,1
C-CA-M-00053-00,CA-M-00053,caprino,2023-08-08,2023-08-08,concluido_sucesso,2024-01-05,1
C-CA-M-00054-00,CA-M-00054,caprino,2023-10-01,2023-10-01,concluido_sucesso,2024-02-28,1
C-CA-M-00054-01,CA-M-00054,caprino,2024-05-11,2024-05-11,concluido_sucesso,2024-10-08,1
C-CA-M-00054-02,CA-M-00054,caprino,2025-01-30,2025-02-17,concluido_sucesso,2025-07-17,2
C-CA-M-00054-03,CA-M-00054,caprino,2025-09-18,2025-09-18,concluido_sucesso,2026-02-15,1
C-CA-M-00055-00,CA-M-00055,caprino,2023-07-11,2023-07-11,concluido_sucesso,2023-12-08,1
C-CA-M-00055-01,CA-M-00055,caprino,2024-04-04,2024-04-04,concluido_sucesso,2024-09-01,1
C-CA-M-00055-02,CA-M-00055,caprino,2024-12-01,2024-12-01,concluido_sucesso,2025-04-30,1
C-CA-M-00055-03,CA-M-00055,caprino,2025-07-25,2025-08-31,concluido_sucesso,2026-01-28,3
C-CA-M-00056-00,CA-M-00056,caprino,2023-10-29,2023-10-29,concluido_sucesso,2024-03-27,1
