matriz_id,especie,raca,idade,paridade,ecc,historico_sucesso
BO-M-00055,bovino,Brahman,3.1,2,3.5,1.0
BO-M-00056,bovino,Senepol,3.6,4,4.0,0.46
BO-M-00057,bovino,Senepol,5.4,4,3.9,0.56
BO-M-00058,bovino,Nelore,6.3,2,3.0,0.29
BO-M-00059,bovino,Nelore,5.4,2,3.4,0.89
BO-M-00060,bovino,Angus,1.8,5,2.9,0.77
BO-M-00061,bovino,Senepol,3.2,3,3.2,0.61
BO-M-00062,bovino,Senepol,8.6,0,2.9,0.28
BO-M-00063,bovino,Brahman,6.7,4,4.0,0.59
BO-M-00064,bovino,Angus,6.8,3,3.4,0.33
BO-M-00065,bovino,Senepol,7.0,3,3.1,0.84
BO-M-00066,bovino,Senepol,7.9,4,3.8,0.71
BO-M-00067,bovino,Nelore,1.5,5,2.1,0.57
BO-M-00068,bovino,Nelore,4.3,1,2.2,0.06
BO-M-00069,bovino,Nelore,5.9,2,3.6,0.35
BO-M-00070,bovino,Nelore,4.0,1,3.2,0.69
BO-M-00071,bovino,Nelore,8.6,3,3.3,0.79
BO-M-00072,bovino,Gir,5.3,2,2.5,0.77
BO-M-00073,bovino,Nelore,7.9,2,3.2,0.23
BO-M-00074,bovino,Nelore,8.7,4,4.2,0.61
BO-M-00075,bovino,Nelore,5.5,2,3.6,0.75
BO-M-00076,bovino,Nelore,9.2,2,3.3,0.22
BO-M-00077,bovino,Angus,6.3,2,3.0,0.55
BO-M-00078,bovino,Senepol,8.7,1,3.0,0.6
BO-M-00079,bovino,Brahman,4.1,0,2.1,0.49
BO-M-00080,bovino,Angus,5.5,4,3.3,0.18
BO-M-00081,bovino,Nelore,5.8,0,3.6,0.48
BO-M-00082,bovino,Gir,1.9,1,2.4,0.48
BO-M-00083,bovino,Nelore,4.6,4,2.9,0.52
BO-M-00084,bovino,Nelore,9.3,0,2.6,0.44
BO-M-00085,bovino,Nelore,6.7,3,2.7,0.46
BO-M-00086,bovino,Brahman,2.6,4,3.2,0.54
BO-M-00087,bovino,Senepol,4.0,3,2.2,0.64
BO-M-00088,bovino,Nelore,2.7,1,3.5,0.49
BO-M-00089,bovino,Senepol,1.2,0,3.6,0.47
BO-M-00090,bovino,Nelore,9.3,5,3.1,0.57
BO-M-00091,bovino,Angus,5.0,1,2.0,0.17
BO-M-00092,bovino,Nelore,3.8,4,2.7,0.65
BO-M-00093,bovino,Nelore,6.4,1,3.8,0.55
BO-M-00094,bovino,Nelore,1.1,0,1.8,0.56
BO-M-00095,bovino,Angus,3.5,4,3.0,0.74
BO-M-00096,bovino,Nelore,7.3,5,2.6,0.16
BO-M-00097,bovino,Nelore,6.7,5,3.6,0.16
BO-M-00098,bovino,Nelore,9.8,4,2.9,0.6
BO-M-00099,bovino,Mestico,6.6,1,3.4,0.55
BO-M-00100,bovino,Guzera,5.3,5,3.5,0.58
BO-M-00101,bovino,Angus,7.9,4,4.1,0.46
BO-M-00102,bovino,Nelore,9.1,1,3.1,0.68
BO-M-00103,bovino,Mestico,7.5,0,3.4,0.74
BO-M-00104,bovino,Brahman,9.7,5,2.5,0.65
BO-M-00105,bovino,Brahman,8.0,1,3.8,0.5
BO-M-00106,bovino,Nelore,8.8,4,2.8,0.13
BO-M-00107,bovino,Nelore,2.0,0,2.9,0.7
BO-M-00108,bovino,Nelore,7.6,1,3.2,0.79
BO-M-00109,bovino,Guzera,5.0,1,2.4,0.68
BO-M-00110,bovino,Senepol,6.0,1,3.3,0.37
BO-M-00111,bovino,Nelore,6.9,4,3.7,0.68
BO-M-00112,bovino,Nelore,9.7,5,3.3,0.72
BO-M-00113,bovino,Senepol,9.9,5,2.4,0.86
BO-M-00114,bovino,Nelore,3.6,4,3.1,0.37
BO-M-00115,bovino,Gir,7.6,1,3.6,0.5
BO-M-00116,bovino,Brahman,7.7,5,2.3,0.7
BO-M-00117,bovino,Brahman,4.1,3,2.7,0.56
BO-M-00118,bovino,Nelore,2.1,3,3.6,0.33
BO-M-00119,bovino,Angus,1.4,4,3.3,0.63
BO-M-00120,bovino,Senepol,8.0,4,3.4,0.67
BO-M-00121,bovino,Angus,5.4,5,4.1,0.57
BO-M-00122,bovino,Nelore,9.9,3,3.4,0.59
BO-M-00123,bovino,Nelore,5.2,3,3.5,0.5
BO-M-00124,bovino,Nelore,9.8,4,4.6,0.85
BO-M-00125,bovino,Senepol,4.7,1,3.1,0.37
BO-M-00126,bovino,Nelore,8.1,1,2.8,0.43
BO-M-00127,bovino,Nelore,1.8,3,3.4,0.55
BO-M-00128,bovino,Nelore,6.0,0,3.4,0.73
BO-M-00129,bovino,Senepol,8.2,1,2.9,0.25
BO-M-00130,bovino,Nelore,9.3,4,2.7,0.29
BO-M-00131,bovino,Guzera,8.4,5,4.4,0.14
BO-M-00132,bovino,Senepol,1.3,3,3.4,0.56
BO-M-00133,bovino,Nelore,4.4,2,2.8,0.33
BO-M-00134,bovino,Senepol,1.4,2,3.7,0.47
BO-M-00135,bovino,Nelore,2.0,4,3.1,0.68
BO-M-00136,bovino,Mestico,7.1,3,3.1,0.42
BO-M-00137,bovino,Senepol,7.4,0,3.5,0.6
BO-M-00138,bovino,Brahman,8.0,3,2.6,0.49
BO-M-00139,bovino,Nelore,8.8,2,3.4,0.68
BO-M-00140,bovino,Senepol,7.7,4,4.2,0.65
BO-M-00141,bovino,Senepol,8.2,5,3.4,0.41
BO-M-00142,bovino,Guzera,1.4,5,3.0,0.52
BO-M-00143,bovino,Senepol,3.1,3,2.9,0.76
BO-M-00144,bovino,Senepol,6.6,2,3.0,0.63
BO-M-00145,bovino,Nelore,8.7,2,3.1,0.27
BO-M-00146,bovino,Nelore,1.0,1,3.0,0.68
BO-M-00147,bovino,Senepol,5.6,5,3.7,0.33
BO-M-00148,bovino,Nelore,7.1,5,2.3,0.83
BO-M-00149,bovino,Nelore,1.3,5,3.6,0.75
BO-M-00150,bovino,Gir,4.6,1,3.0,0.61
BO-M-00151,bovino,Guzera,9.1,1,3.4,0.58
BO-M-00152,bovino,Nelore,7.0,5,2.6,0.51
BO-M-00153,bovino,Senepol,3.1,3,3.9,0.69
BO-M-00154,bovino,Nelore,8.7,4,3.8,0.48
BO-M-00155,bovino,Angus,4.1,2,3.7,0.6
BO-M-00156,bovino,Nelore,8.7,2,2.4,0.72
BO-M-00157,bovino,Angus,3.7,3,3.6,0.44
BO-M-00158,bovino,Brahman,6.3,4,3.4,0.43
BO-M-00159,bovino,Brahman,4.6,2,2.4,0.31
BO-M-00160,bovino,Nelore,3.5,4,3.2,0.34
BO-M-00161,bovino,Guzera,9.0,1,3.4,0.18
BO-M-00162,bovino,Nelore,2.7,2,3.5,0.7
BO-M-00163,bovino,Nelore,1.8,5,3.3,0.91
BO-M-00164,bovino,Senepol,4.1,5,3.3,0.84
BO-M-00165,bovino,Nelore,7.5,5,3.9,0.22
BO-M-00166,bovino,Gir,8.3,1,3.8,0.69
BO-M-00167,bovino,Gir,10.0,5,1.8,0.83
BO-M-00168,bovino,Nelore,3.7,5,3.0,0.46
BO-M-00169,bovino,Mestico,4.7,5,3.1,0.57
BO-M-00170,bovino,Nelore,2.2,0,2.3,0.15
BO-M-00171,bovino,Senepol,6.2,4,3.2,0.6
BO-M-00172,bovino,Nelore,10.0,5,3.8,0.34
BO-M-00173,bovino,Guzera,7.3,4,2.7,0.59
BO-M-00174,bovino,Nelore,6.4,1,3.4,0.24
BO-M-00175,bovino,Nelore,4.5,4,2.7,0.66
BO-M-00176,bovino,Nelore,9.2,0,2.9,0.75
BO-M-00177,bovino,Mestico,5.5,2,3.9,0.39
BO-M-00178,bovino,Guzera,2.2,3,2.9,0.32
BO-M-00179,bovino,Brahman,4.3,2,3.4,0.12
BO-M-00180,bovino,Guzera,1.6,4,2.3,0.5
BO-M-00181,bovino,Guzera,2.8,1,4.1,0.43
BO-M-00182,bovino,Senepol,1.2,3,3.5,0.24
BO-M-00183,bovino,Nelore,5.1,3,3.1,0.64
BO-M-00184,bovino,Brahman,6.7,3,3.5,0.46
BO-M-00185,bovino,Angus,4.1,1,2.5,0.33
BO-M-00186,bovino,Nelore,4.8,1,3.8,0.44
BO-M-00187,bovino,Nelore,9.6,1,3.0,0.76
BO-M-00188,bovino,Brahman,7.8,2,3.1,0.67
BO-M-00189,bovino,Nelore,5.9,3,3.0,0.52
BO-M-00190,bovino,Guzera,3.6,2,2.9,0.67
BO-M-00191,bovino,Nelore,9.1,2,3.5,0.32
BO-M-00192,bovino,Nelore,3.1,1,3.3,0.56
BO-M-00193,bovino,Gir,3.9,1,3.5,0.58
BO-M-00194,bovino,Nelore,9.2,3,3.2,0.46
BO-M-00195,bovino,Nelore,5.8,4,3.5,0.64
BO-M-00196,bovino,Senepol,7.7,1,3.0,0.39
BO-M-00197,bovino,Gir,6.3,5,4.3,0.65
BO-M-00198,bovino,Nelore,6.9,3,2.4,0.66
BO-M-00199,bovino,Nelore,3.7,1,3.8,0.0
BO-M-00200,bovino,Brahman,3.2,2,3.9,0.79
BO-M-00201,bovino,Mestico,3.9,0,2.8,0.0
BO-M-00202,bovino,Senepol,2.4,0,4.3,0.43
BO-M-00203,bovino,Nelore,8.9,2,3.7,0.76
BO-M-00204,bovino,Nelore,3.5,2,3.7,0.49
BO-M-00205,bovino,Nelore,6.1,4,3.2,0.26
BO-M-00206,bovino,Nelore,8.1,0,3.1,0.33
BO-M-00207,bovino,Angus,8.1,5,3.1,0.76
BO-M-00208,bovino,Nelore,4.9,1,3.4,0.17
BO-M-00209,bovino,Senepol,5.3,0,3.9,0.78
BO-M-00210,bovino,Angus,10.0,4,3.3,0.54
BO-M-00211,bovino,Senepol,7.1,4,2.7,0.31
BO-M-00212,bovino,Nelore,8.3,3,3.6,0.43
BO-M-00213,bovino,Gir,9.1,0,3.7,0.35
BO-M-00214,bovino,Brahman,8.1,0,3.5,0.72
BO-M-00215,bovino,Brahman,2.7,2,3.6,0.7
BO-M-00216,bovino,Nelore,6.1,2,3.1,0.21
BO-M-00217,bovino,Nelore,1.9,5,2.7,0.47
BO-M-00218,bovino,Guzera,6.9,1,2.8,0.38
BO-M-00219,bovino,Nelore,9.6,1,2.4,0.81
BO-M-00220,bovino,Nelore,5.6,5,3.3,0.28
BO-M-00221,bovino,Senepol,4.9,0,3.2,0.87
BO-M-00222,bovino,Angus,1.3,0,3.0,0.54
BO-M-00223,bovino,Mestico,9.6,2,1.7,0.32
BO-M-00224,bovino,Nelore,1.9,2,2.6,0.41
BO-M-00225,bovino,Guzera,1.4,3,3.8,0.39
BO-M-00226,bovino,Nelore,3.2,5,2.9,0.3
BO-M-00227,bovino,Senepol,1.6,5,3.4,0.57
BO-M-00228,bovino,Angus,5.1,1,2.5,0.3
BO-M-00229,bovino,Nelore,5.6,5,3.9,0.11
BO-M-00230,bovino,Nelore,3.8,3,3.1,0.47
BO-M-00231,bovino,Nelore,1.5,0,3.3,0.19
BO-M-00232,bovino,Mestico,2.0,5,4.4,0.4
BO-M-00233,bovino,Senepol,4.5,0,4.0,0.37
BO-M-00234,bovino,Guzera,1.5,3,3.0,0.38
BO-M-00235,bovino,Gir,7.3,4,2.9,0.95
BO-M-00236,bovino,Senepol,2.9,1,3.0,0.56
BO-M-00237,bovino,Brahman,3.7,1,3.5,0.6
BO-M-00238,bovino,Nelore,4.5,2,3.1,0.19
BO-M-00239,bovino,Nelore,4.7,5,3.0,0.42
BO-M-00240,bovino,Gir,1.0,1,3.9,0.59
BO-M-00241,bovino,Brahman,2.0,3,3.1,0.35
BO-M-00242,bovino,Nelore,8.8,2,4.3,0.73
BO-M-00243,bovino,Senepol,1.0,0,3.2,0.31
BO-M-00244,bovino,Angus,5.6,4,4.1,0.49
BO-M-00245,bovino,Gir,5.4,4,3.4,0.43
BO-M-00246,bovino,Angus,4.0,3,3.7,0.58
BO-M-00247,bovino,Nelore,4.9,1,2.8,0.42
BO-M-00248,bovino,Nelore,8.0,0,2.8,0.5
BO-M-00249,bovino,Nelore,8.6,2,3.4,0.5
BO-M-00250,bovino,Angus,3.3,3,3.7,0.4
BO-M-00251,bovino,Gir,3.9,3,3.2,0.65
BO-M-00252,bovino,Senepol,3.2,1,2.6,0.6
BO-M-00253,bovino,Nelore,5.3,3,2.5,0.53
BO-M-00254,bovino,Nelore,7.1,1,2.5,0.46
BO-M-00255,bovino,Brahman,3.1,4,2.3,0.71
BO-M-00256,bovino,Gir,4.0,4,3.3,0.5
BO-M-00257,bovino,Nelore,9.4,3,3.8,0.49
BO-M-00258,bovino,Nelore,1.4,0,3.2,0.57
BO-M-00259,bovino,Senepol,5.1,5,2.1,0.89
BO-M-00260,bovino,Nelore,7.4,0,3.1,0.28
BO-M-00261,bovino,Gir,2.4,5,3.1,0.7
BO-M-00262,bovino,Nelore,1.4,0,4.2,0.17
BO-M-00263,bovino,Nelore,2.2,3,2.5,0.59
BO-M-00264,bovino,Guzera,9.3,0,3.0,0.87
BO-M-00265,bovino,Nelore,1.1,0,4.1,0.65
BO-M-00266,bovino,Nelore,2.7,4,3.4,0.58
BO-M-00267,bovino,Nelore,1.3,4,3.5,0.44
BO-M-00268,bovino,Nelore,2.0,0,3.3,0.56
BO-M-00269,bovino,Nelore,6.6,5,3.4,0.5
BO-M-00270,bovino,Nelore,3.2,1,3.6,0.39
BO-M-00271,bovino,Nelore,6.1,1,2.8,0.49
BO-M-00272,bovino,Nelore,6.3,1,3.6,0.59
BO-M-00273,bovino,Senepol,8.6,2,2.5,0.4
BO-M-00274,bovino,Angus,1.0,1,3.4,0.39
BO-M-00275,bovino,Nelore,8.7,2,3.3,0.28
BO-M-00276,bovino,Nelore,6.6,1,2.9,0.63
BO-M-00277,bovino,Senepol,2.5,0,3.2,0.66
BO-M-00278,bovino,Gir,8.0,2,2.9,0.6
BO-M-00279,bovino,Gir,8.7,4,2.7,0.74
BO-M-00280,bovino,Nelore,3.3,4,3.0,0.57
BO-M-00281,bovino,Nelore,9.3,2,2.6,0.63
BO-M-00282,bovino,Nelore,5.1,1,3.4,0.61
BO-M-00283,bovino,Nelore,6.4,4,2.6,0.53
BO-M-00284,bovino,Senepol,9.9,4,3.6,0.44
BO-M-00285,bovino,Nelore,4.3,4,2.6,0.99
BO-M-00286,bovino,Nelore,8.3,5,2.9,0.46
BO-M-00287,bovino,Nelore,3.9,4,2.9,0.42
BO-M-00288,bovino,Senepol,8.2,5,3.9,0.64
BO-M-00289,bovino,Nelore,6.4,2,3.4,0.6
BO-M-00290,bovino,Gir,2.9,2,3.1,0.27
BO-M-00291,bovino,Nelore,4.7,1,3.4,0.77
BO-M-00292,bovino,Guzera,3.9,1,2.1,0.53
BO-M-00293,bovino,Nelore,1.7,4,3.2,0.33
BO-M-00294,bovino,Gir,1.3,4,4.2,0.79
BO-M-00295,bovino,Guzera,4.1,4,3.3,0.68
BO-M-00296,bovino,Mestico,1.2,1,3.2,0.3
BO-M-00297,bovino,Gir,2.5,2,3.5,0.91
BO-M-00298,bovino,Brahman,7.5,1,3.6,0.68
BO-M-00299,bovino,Angus,7.4,5,2.2,0.55
BO-M-00300,bovino,Brahman,7.6,1,2.4,0.87
BO-M-00301,bovino,Nelore,3.9,0,3.3,0.58
BO-M-00302,bovino,Senepol,9.0,3,2.8,0.54
BO-M-00303,bovino,Senepol,6.3,5,3.9,0.42
BO-M-00304,bovino,Gir,2.1,5,3.0,0.67
BO-M-00305,bovino,Senepol,2.3,0,2.2,0.65
BO-M-00306,bovino,Nelore,7.2,1,2.6,0.55
BO-M-00307,bovino,Angus,2.6,0,1.8,0.39
BO-M-00308,bovino,Nelore,5.6,1,3.1,0.58
BO-M-00309,bovino,Nelore,9.9,3,3.1,0.54
BO-M-00310,bovino,Senepol,1.0,1,3.0,0.28
BO-M-00311,bovino,Nelore,1.1,0,3.7,0.26
BO-M-00312,bovino,Nelore,9.9,3,3.8,0.66
BO-M-00313,bovino,Nelore,6.3,0,3.1,0.03
BO-M-00314,bovino,Nelore,2.1,1,2.1,0.59
BO-M-00315,bovino,Nelore,9.1,0,3.5,0.45
BO-M-00316,bovino,Nelore,8.9,0,3.5,0.81
BO-M-00317,bovino,Angus,5.8,2,3.4,0.45
BO-M-00318,bovino,Nelore,6.6,5,3.7,0.68
BO-M-00319,bovino,Guzera,3.5,4,2.6,0.47
BO-M-00320,bovino,Guzera,1.5,0,4.2,0.57
BO-M-00321,bovino,Senepol,6.4,0,2.7,0.7
BO-M-00322,bovino,Nelore,3.7,2,3.6,0.46
BO-M-00323,bovino,Senepol,7.0,3,2.4,0.75
BO-M-00324,bovino,Gir,8.5,4,2.7,0.35
BO-M-00325,bovino,Angus,1.2,4,4.0,0.61
BO-M-00326,bovino,Gir,6.4,2,3.1,0.73
BO-M-00327,bovino,Senepol,3.1,1,3.6,0.68
BO-M-00328,bovino,Angus,8.9,0,3.3,0.93
BO-M-00329,bovino,Nelore,3.3,0,3.1,0.4
BO-M-00330,bovino,Brahman,6.5,0,3.9,0.27
BO-M-00331,bovino,Nelore,6.0,5,3.1,0.35
BO-M-00332,bovino,Angus,4.6,1,2.3,0.68
BO-M-00333,bovino,Gir,7.1,4,2.8,0.65
BO-M-00334,bovino,Nelore,7.5,3,3.5,0.57
BO-M-00335,bovino,Angus,6.1,3,3.4,0.33
BO-M-00336,bovino,Nelore,7.8,2,2.4,0.7
BO-M-00337,bovino,Brahman,9.9,4,2.8,0.31
BO-M-00338,bovino,Nelore,4.8,0,2.9,0.78
BO-M-00339,bovino,Guzera,5.6,0,3.0,1.0
BO-M-00340,bovino,Nelore,1.1,2,2.5,0.62
BO-M-00341,bovino,Mestico,8.2,2,2.9,0.67
BO-M-00342,bovino,Gir,5.7,3,2.8,0.45
BO-M-00343,bovino,Senepol,4.7,4,3.6,0.19
BO-M-00344,bovino,Brahman,1.8,3,3.6,0.43
BO-M-00345,bovino,Brahman,9.0,1,3.1,0.33
BO-M-00346,bovino,Guzera,4.6,1,3.0,0.26
BO-M-00347,bovino,Nelore,7.1,4,3.3,0.89
BO-M-00348,bovino,Senepol,2.3,1,2.8,0.6
BO-M-00349,bovino,Nelore,9.7,3,2.6,0.63
BO-M-00350,bovino,Angus,2.6,3,2.7,0.49
BO-M-00351,bovino,Nelore,2.8,4,2.9,0.52
BO-M-00352,bovino,Senepol,8.7,4,2.6,0.74
BO-M-00353,bovino,Senepol,9.2,2,3.3,0.54
BO-M-00354,bovino,Senepol,2.9,1,3.6,0.66
BO-M-00355,bovino,Senepol,5.2,2,2.4,0.51
BO-M-00356,bovino,Brahman,7.6,2,3.2,0.48
BO-M-00357,bovino,Brahman,8.9,1,3.1,0.27
BO-M-00358,bovino,Senepol,4.4,3,3.4,0.15
BO-M-00359,bovino,Senepol,5.7,1,3.2,0.5
BO-M-00360,bovino,Guzera,7.7,3,2.5,0.56
BO-M-00361,bovino,Nelore,7.6,4,2.6,0.29
BO-M-00362,bovino,Nelore,8.0,5,3.2,0.54
BO-M-00363,bovino,Nelore,6.1,0,3.7,0.56
BO-M-00364,bovino,Angus,1.9,4,2.1,0.12
BO-M-00365,bovino,Nelore,9.1,0,3.4,0.37
BO-M-00366,bovino,Brahman,8.8,2,3.8,0.63
BO-M-00367,bovino,Angus,8.2,1,3.1,0.63
BO-M-00368,bovino,Nelore,1.9,0,3.5,0.32
BO-M-00369,bovino,Guzera,2.8,1,2.8,0.58
BO-M-00370,bovino,Brahman,7.7,0,3.1,0.75
BO-M-00371,bovino,Nelore,1.2,4,2.4,0.71
BO-M-00372,bovino,Nelore,9.8,0,2.0,0.53
BO-M-00373,bovino,Nelore,4.4,2,3.7,0.46
BO-M-00374,bovino,Nelore,7.5,4,2.7,0.42
BO-M-00375,bovino,Nelore,9.0,5,3.0,0.64
BO-M-00376,bovino,Guzera,4.6,5,2.5,0.59
BO-M-00377,bovino,Nelore,3.9,0,2.5,0.68
BO-M-00378,bovino,Nelore,6.5,5,3.1,0.58
BO-M-00379,bovino,Brahman,6.2,3,2.8,0.71
BO-M-00380,bovino,Senepol,4.7,1,3.4,0.57
BO-M-00381,bovino,Guzera,6.4,2,3.4,0.71
BO-M-00382,bovino,Brahman,9.4,5,3.4,0.72
BO-M-00383,bovino,Senepol,5.2,2,3.3,0.39
BO-M-00384,bovino,Nelore,2.8,1,4.0,0.19
BO-M-00385,bovino,Mestico,4.4,5,2.7,0.86
BO-M-00386,bovino,Brahman,4.5,5,3.2,0.6
BO-M-00387,bovino,Mestico,2.2,5,3.8,0.21
BO-M-00388,bovino,Nelore,2.5,5,3.8,0.41
BO-M-00389,bovino,Gir,7.2,5,2.5,0.7
BO-M-00390,bovino,Angus,4.1,2,3.0,0.49
BO-M-00391,bovino,Nelore,9.6,1,3.9,0.45
BO-M-00392,bovino,Senepol,3.2,3,3.5,0.83
BO-M-00393,bovino,Angus,1.9,1,3.3,0.34
BO-M-00394,bovino,Nelore,7.8,2,3.1,0.39
BO-M-00395,bovino,Senepol,8.9,3,3.0,0.59
BO-M-00396,bovino,Gir,3.5,5,3.3,0.63
BO-M-00397,bovino,Nelore,2.8,1,3.1,0.65
BO-M-00398,bovino,Senepol,2.7,1,3.2,0.73
BO-M-00399,bovino,Nelore,5.7,4,3.2,0.59
BO-M-00400,bovino,Nelore,5.2,0,2.9,0.65
BO-M-00401,bovino,Guzera,3.3,3,3.5,0.5
BO-M-00402,bovino,Brahman,1.4,4,4.7,0.56
BO-M-00403,bovino,Nelore,5.3,3,2.3,0.57
BO-M-00404,bovino,Mestico,9.6,2,3.4,0.59
BO-M-00405,bovino,Gir,6.9,4,2.8,0.7
BO-M-00406,bovino,Nelore,5.5,2,3.5,0.66
BO-M-00407,bovino,Gir,2.0,4,3.2,0.56
BO-M-00408,bovino,Nelore,3.3,2,3.6,0.39
BO-M-00409,bovino,Mestico,3.7,0,3.8,0.56
BO-M-00410,bovino,Angus,7.9,3,3.3,0.54
BO-M-00411,bovino,Angus,8.9,0,3.8,0.59
BO-M-00412,bovino,Nelore,9.1,5,2.0,0.99
BO-M-00413,bovino,Guzera,9.9,3,4.0,0.45
BO-M-00414,bovino,Nelore,9.8,2,3.4,0.63
BO-M-00415,bovino,Nelore,9.6,2,3.7,0.76
BO-M-00416,bovino,Nelore,1.6,3,2.6,0.57
BO-M-00417,bovino,Brahman,2.2,1,2.8,1.0
BO-M-00418,bovino,Nelore,3.7,1,3.3,0.47
BO-M-00419,bovino,Guzera,6.0,2,3.2,0.61
BO-M-00420,bovino,Angus,1.9,1,3.3,0.39
BO-M-00421,bovino,Nelore,8.6,4,3.7,0.48
BO-M-00422,bovino,Nelore,6.6,0,2.3,0.6
BO-M-00423,bovino,Nelore,5.9,4,3.7,0.72
BO-M-00424,bovino,Angus,2.5,2,3.2,0.61
BO-M-00425,bovino,Gir,3.3,3,3.1,0.8
BO-M-00426,bovino,Nelore,2.4,0,2.5,0.53
BO-M-00427,bovino,Gir,8.7,2,3.5,0.48
BO-M-00428,bovino,Nelore,6.3,4,2.0,1.0
BO-M-00429,bovino,Gir,7.6,1,3.5,0.63
BO-M-00430,bovino,Guzera,3.7,0,2.5,0.41
BO-M-00431,bovino,Brahman,4.3,3,3.2,0.41
BO-M-00432,bovino,Angus,4.6,0,3.1,0.36
BO-M-00433,bovino,Gir,7.8,1,3.8,0.74
BO-M-00434,bovino,Nelore,8.0,2,3.1,0.48
BO-M-00435,bovino,Nelore,2.9,3,2.9,0.58
BO-M-00436,bovino,Nelore,9.5,3,2.9,0.54
BO-M-00437,bovino,Senepol,2.1,4,3.8,0.7
BO-M-00438,bovino,Brahman,9.1,5,3.5,0.38
BO-M-00439,bovino,Angus,1.9,0,3.0,0.33
BO-M-00440,bovino,Gir,3.4,2,3.1,0.59
BO-M-00441,bovino,Nelore,8.6,0,2.4,0.67
BO-M-00442,bovino,Brahman,2.6,0,3.4,0.62
BO-M-00443,bovino,Nelore,4.7,1,2.3,0.39
BO-M-00444,bovino,Nelore,5.0,3,3.6,0.69
BO-M-00445,bovino,Brahman,3.2,5,3.3,0.4
BO-M-00446,bovino,Mestico,7.4,4,4.4,0.45
BO-M-00447,bovino,Angus,8.7,3,2.6,0.36
BO-M-00448,bovino,Nelore,8.9,4,3.1,0.81
BO-M-00449,bovino,Angus,4.1,1,4.1,0.68
BO-M-00450,bovino,Nelore,5.8,5,3.8,0.67
BO-M-00451,bovino,Guzera,3.2,5,2.9,0.8
